['DA', 'dl', ' gal', ' del', ' al'] matches ['albums'] is True
[' ', ' is', ' remains', ' has', ' appears'] matches ['remains'] is True
[' represents', ' is', ' ', ' appears', ' considers'] matches ['represents'] is True
[' ', ' is', ' requires', ' has', ' does'] matches ['requires'] is True
[' ', ' is', ' seems', ' appears', ' has'] matches ['seems'] is True
[' is', ' ', ' has', ' appears', ' exists'] matches ['sits'] is False
[' is', ' ', ' has', ' does', ' spends'] matches ['spends'] is True
[' ', ' is', ' suggests', ' appears', ' has'] matches ['suggests'] is True
[' ', ' is', ' teaches', ' does', ' has'] matches ['teaches'] is True
[' oneself', ' forgiveness', ' unfor', ' others', ' emotionally'] matches ['tells'] is False
[' ', ' is', ' has', ' does', ' considers'] matches ['thanks'] is False
[' understands', ' is', ' ', ' appears', ' has'] matches ['understands'] is True
verb_Ving - 3pSg,50,182,216
['OG', ' Mon', 'go', 'GO', 'og'] matches ['abilities'] is False
[' ', '\n', ' armies', ' and', ' -'] matches ['academies'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['activities'] is False
['OG', 'go', ' Mon', 'GO', 'og'] matches ['agencies'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['analyses'] is False
[' ', ' armies', ' military', '\n', ' and'] matches ['armies'] is True
[' authorities', ' ', '\n', ' governments', ' and'] matches ['authorities'] is True
[' ', '\n', ' and', ' (', ' -'] matches ['bases'] is False
['OG', ' Mon', 'go', 'GO', ' GO'] matches ['businesses'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['categories'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['centuries'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['children'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['cities'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['communities'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['countries'] is False
[' ', ' counties', '\n', ' count', ' countries'] matches ['counties'] is True
[' ', '\n', ' and', ' (', ' data'] matches ['data'] is True
['OG', ' Mon', 'go', 'GO', 'og'] matches ['duties'] is False
[' ', ' countries', ' economies', '\n', ' governments'] matches ['economies'] is True
['OG', 'go', ' Mon', 'GO', 'og'] matches ['energies'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['entries'] is False
[' ', '\n', ' facilities', ' (', ' -'] matches ['facilities'] is True
['OG', ' Mon', 'go', 'GO', 'og'] matches ['families'] is False
[' ', '\n', ' and', ' (', ' -'] matches ['formulae'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['histories'] is False
[' ', ' industries', '\n', ' countries', ' and'] matches ['industries'] is True
['OG', ' Mon', 'go', 'GO', 'og'] matches ['libraries'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['lives'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['losses'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['majorities'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['memories'] is False
[' ', '\n', ' and', ' (', ' the'] matches ['opportunities'] is False
['OG', 'go', ' Mon', 'GO', 'og'] matches ['policies'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['properties'] is False
[' ', '\n', ' -', ' governments', ' ('] matches ['responsibilities'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['safeties'] is False
[' ', '\n', ' and', ' -', ' the'] matches ['secretaries'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['securities'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['series'] is False
[' ', ' countries', '\n', ' societies', ' governments'] matches ['societies'] is True
['OG', ' Mon', 'go', 'GO', 'og'] matches ['species'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['stories'] is False
[' ', ' strategies', '\n', ' and', ' policies'] matches ['strategies'] is True
['OG', ' Mon', 'go', 'GO', ' GO'] matches ['successes'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['technologies'] is False
[' theories', ' ', '\n', ' military', ' the'] matches ['theories'] is True
[' ', '\n', ' universities', ' governments', ' ('] matches ['universities'] is True
[' ', '\n', ' countries', ' (', ' types'] matches ['varieties'] is False
['OG', ' Mon', 'go', 'GO', ' GO'] matches ['wives'] is False
['OG', ' Mon', 'go', 'GO', 'og'] matches ['women'] is False
noun - plural_irreg,50,193,255
['Shell', 'Ball', 'shell', 'Del', 'alo'] matches ['ablest'] is False
[' most', ' hars', ' hardest', ' ', ' f'] matches ['angriest'] is False
[' most', ' hardest', ' cheapest', ' least', ' '] matches ['cheapest'] is True
[' most', ' ', ' least', ' hardest', ' biggest'] matches ['cleverest'] is False
[' most', ' hardest', ' cost', ' least', ' '] matches ['costliest'] is True
[' cruel', ' most', ' hars', ' hardest', ' '] matches ['cruelest'] is True
[' most', ' cut', ' ', ' toughest', ' biggest'] matches ['cutest'] is True
[' dens', ' most', ' hardest', ' ', ' hars'] matches ['densest'] is True
[' most', ' dumb', ' hardest', ' ', ' toughest'] matches ['dumbest'] is True
[' most', ' fierce', ' hars', ' f', ' hardest'] matches ['fiercest'] is True
[' most', ' hand', ' hardest', ' ', ' hands'] matches ['handiest'] is True
['Shell', 'Ball', 'shell', 'Del', 'sel'] matches ['happiest'] is False
[' hardest', ' most', ' hars', ' hard', ' toughest'] matches ['hardiest'] is True
[' hars', ' hardest', ' harsh', ' most', ' toughest'] matches ['harshest'] is True
['Shell', 'Ball', 'shell', 'Del', 'ELD'] matches ['healthiest'] is False
['Shell', 'Ball', 'shell', 'alo', 'Del'] matches ['hottest'] is False
['Shell', 'Ball', 'shell', 'Del', 'alo'] matches ['hugest'] is False
[' most', ' hardest', ' ', ' f', ' greed'] matches ['hungriest'] is False
[' most', ' laz', ' least', ' ', ' hardest'] matches ['laziest'] is True
[' most', ' hardest', ' largest', ' biggest', ' '] matches ['lengthiest'] is False
[' most', ' luck', ' hardest', ' ', ' least'] matches ['luckiest'] is True
[' most', ' hardest', ' hars', ' ', ' least'] matches ['merriest'] is False
[' most', ' ', ' mild', ' hardest', ' hars'] matches ['mildest'] is True
[' most', ' hardest', ' toughest', ' least', ' '] matches ['neatest'] is False
['Shell', 'Ball', 'shell', 'Del', 'zon'] matches ['nicest'] is False
[' most', ' no', ' ', ' hardest', ' biggest'] matches ['noisiest'] is True
[' most', ' ', ' least', ' hardest', ' biggest'] matches ['politest'] is False
[' most', ' proud', ' hardest', ' bold', ' '] matches ['proudest'] is True
['Shell', 'Ball', 'shell', 'alo', 'Del'] matches ['purest'] is False
[' most', ' hardest', ' hars', ' rare', ' '] matches ['rarest'] is True
[' most', ' risk', ' hardest', ' hars', ' '] matches ['riskiest'] is True
[' most', ' ', ' hars', ' hardest', ' rude'] matches ['rudest'] is True
[' most', ' hardest', ' hars', ' ', ' sadd'] matches ['saddest'] is True
[' most', ' scare', ' hars', ' hardest', ' sc'] matches ['scariest'] is True
[' most', ' sex', ' least', ' ', ' hardest'] matches ['sexiest'] is True
[' most', ' sh', ' hardest', ' ', ' biggest'] matches ['shiniest'] is True
[' most', ' strang', ' hardest', ' hars', ' '] matches ['strangest'] is True
[' strict', ' most', ' hars', ' hardest', ' toughest'] matches ['strictest'] is True
['Shell', 'Ball', 'shell', 'Del', 'alo'] matches ['strongest'] is False
[' most', ' ', ' subtle', ' slightest', ' least'] matches ['subtlest'] is True
[' most', ' funn', ' sun', ' hardest', ' '] matches ['sunniest'] is True
[' most', ' least', ' tast', ' hardest', ' toughest'] matches ['tastiest'] is True
['Shell', 'Ball', 'shell', 'Del', 'Mel'] matches ['tiniest'] is False
[' most', ' trick', ' hardest', ' toughest', ' hars'] matches ['trickiest'] is True
[' most', ' ', ' vague', ' vain', ' v'] matches ['vaguest'] is True
['Shell', 'Ball', 'shell', 'alo', 'Del'] matches ['weakest'] is False
[' most', ' hardest', ' wealthiest', ' ', ' biggest'] matches ['wealthiest'] is True
[' most', ' weird', ' ', ' hardest', ' least'] matches ['weirdest'] is True
adj - superlative,50,224,272
[' ', '\n', ' determination', ' examination', ' investigation'] matches ['accusation'] is False
[' ', ' determination', ' examination', '\n', ' ('] matches ['admiration'] is False
[' ', ' determination', ' examination', '\n', ' ('] matches ['allegation'] is False
[' ', ' determination', '\n', ' (', ' examination'] matches ['aspiration'] is False
[' ', ' authorization', ' determination', '\n', ' administration'] matches ['authorization', 'authorisation'] is True
[' ', ' determination', ' characterization', '\n', ' analysis'] matches ['characterization', 'characterisation'] is True
[' ', '\n', ' determination', ' (', ' modern'] matches ['civilization', 'civilisation'] is False
[' ', ' determination', '\n', ' examination', ' ('] matches ['colonization'] is False
[' ', ' compilation', ' determination', '\n', ' evaluation'] matches ['compilation'] is True
[' computation', ' ', ' determination', ' computing', ' calculation'] matches ['computation'] is True
[' ', ' determination', ' cond', '\n', ' ('] matches ['condensation'] is True
[' ', ' determination', ' configuration', '\n', ' examination'] matches ['configuration'] is True
['-', ' ref', ' reg', ' intellectual', ' soul'] matches ['continuation'] is False
[' ', ' customization', '\n', ' determination', ' modification'] matches ['customization'] is True
[' ', ' declaration', ' determination', ' definition', ' decl'] matches ['declaration'] is True
[' ', ' determination', '\n', ' de', ' degradation'] matches ['degradation'] is True
[' ', ' determination', ' de', ' elimination', ' dep'] matches ['deprivation'] is True
[' ', ' deriv', ' determination', ' differentiation', ' deduction'] matches ['derivation'] is True
[' determination', ' ', ' examination', ' evaluation', '\n'] matches ['determination'] is True
[' examination', ' ', ' determination', ' investigation', ' analysis'] matches ['examination'] is True
[' ', ' determination', ' exposition', '\n', ' expiration'] matches ['expiration'] is True
[' ', ' exploration', ' examination', ' investigation', ' discovery'] matches ['exploration'] is True
[' ', ' determination', '\n', ' definition', ' ('] matches ['globalization', 'globalisation'] is False
[' ', ' determination', ' examination', '\n', ' investigation'] matches ['illumination'] is False
[' ', ' determination', ' imagination', '\n', ' ('] matches ['imagination'] is True
[' ', '\n', ' determination', ' (', ' implementation'] matches ['improvization', 'improvisation'] is False
[' ', ' determination', ' inspiration', ' investigation', '\n'] matches ['inspiration'] is True
['-', ' ref', ' reg', ' intellectual', ' soul'] matches ['installation', 'instalation'] is False
[' ', ' determination', ' optimization', ' maxim', '\n'] matches ['maximization', 'maximisation'] is True
[' ', ' determination', ' minim', ' optimization', '\n'] matches ['minimization', 'minimisation'] is True
[' ', ' modern', '\n', ' modernization', ' determination'] matches ['modernization', 'modernisation'] is True
[' ', ' determination', '\n', ' (', ' examination'] matches ['obligation'] is False
[' ', ' observation', ' examination', ' determination', ' investigation'] matches ['observation'] is True
[' ', ' determination', ' examination', ' occupation', '\n'] matches ['occupation'] is True
[' optimization', ' ', ' optim', ' determination', ' improvement'] matches ['optimization', 'optimisation'] is True
[' ', ' organization', ' determination', '\n', ' ('] matches ['organization'] is True
[' ', ' determination', '\n', ' (', ' examination'] matches ['perspiration'] is False
[' ', ' preparation', ' determination', ' examination', ' pre'] matches ['preparation'] is True
[' ', '\n', ' (', ' determination', ' analysis'] matches ['privatization', 'privatisation'] is False
[' ', ' determination', '\n', ' analysis', ' elimination'] matches ['randomization', 'randomisation'] is False
[' ', ' realization', ' determination', ' conclusion', '\n'] matches ['realization', 'realisation'] is True
[' ', ' organization', ' re', ' determination', ' reorgan'] matches ['reorganization', 'reorganisation'] is True
[' ', ' restoration', ' determination', ' re', '\n'] matches ['restoration'] is True
[' ', ' specialization', '\n', ' determination', ' specification'] matches ['specialization', 'specialisation'] is True
[' ', ' determination', '\n', ' examination', ' evaluation'] matches ['stabilization'] is False
[' ', ' standard', ' determination', '\n', ' ('] matches ['standardization', 'standardisation'] is True
[' ', ' determination', '\n', ' examination', ' ('] matches ['starvation'] is False
[' ', ' utilization', ' determination', '\n', ' examination'] matches ['utilization', 'utilisation'] is True
[' ', ' determination', ' examination', '\n', ' investigation'] matches ['visualization'] is False
verb+tion_irreg,50,255,290
[' re', ' rec', ' recon', ' ', ' recover'] matches ['reacquire'] is True
[' ind', ' ty', ' re', ' mat', ' one'] matches ['readjust'] is True
[' re', ' rec', ' recon', ' ', ' rep'] matches ['reappear'] is True
[' ind', ' ty', ' mat', 'ETF', ' one'] matches ['reapply'] is False
[' re', ' rec', ' ', ' rep', ' recon'] matches ['reappoint'] is True
[' re', ' rearr', ' ', ' rec', ' recon'] matches ['rearrange'] is True
[' re', ' rec', ' reass', ' rese', ' recon'] matches ['reassess'] is True
[' re', ' reass', ' rec', ' ', ' rem'] matches ['reassign'] is True
[' re', ' rec', ' recon', ' reass', ' '] matches ['reassure'] is True
[' re', ' rec', ' recon', ' ', ' res'] matches ['recalculate'] is True
[' re', ' rec', ' recon', ' recognize', ' '] matches ['recognize'] is True
[' re', ' rec', ' rem', ' ', ' recon'] matches ['recommend'] is True
[' re', ' recon', ' rec', ' ', ' ref'] matches ['reconfigure'] is True
[' re', ' recon', ' rec', ' confirm', ' '] matches ['reconfirm'] is True
[' ind', ' ty', 'ETF', ' mat', ' one'] matches ['reconnect'] is False
[' ind', ' ty', 'ETF', ' mat', ' one'] matches ['reconsider'] is False
[' ind', ' ty', ' re', 'ETF', ' mat'] matches ['recreate'] is True
[' re', ' rec', ' recon', ' ', ' red'] matches ['redecorate'] is True
[' re', ' rec', ' ', ' rem', ' recon'] matches ['redeem'] is True
[' ind', ' ty', 'ETF', ' one', ' mat'] matches ['redefine'] is False
[' ind', ' ty', 'ETF', ' mat', ' re'] matches ['redevelop'] is True
[' re', ' rec', ' recon', ' discover', ' recover'] matches ['rediscover'] is True
[' re', ' rec', ' ', ' res', ' recon'] matches ['redistribute'] is True
[' re', ' rec', ' ', ' rem', ' recon'] matches ['reemerge'] is True
[' re', ' ', ' rec', ' recon', ' rem'] matches ['reengage'] is True
[' ind', ' ty', 'ETF', ' re', ' mat'] matches ['reestablish'] is True
[' ind', ' ty', 'ETF', ' mat', ' re'] matches ['reevaluate'] is True
[' re', ' rec', ' recon', ' rem', ' ref'] matches ['reexamine'] is True
[' re', ' rec', ' ', ' recon', ' res'] matches ['regenerate'] is True
[' ind', ' ty', 'ETF', ' mat', ' one'] matches ['regrow'] is False
[' ind', ' ty', 'ETF', ' one', ' tip'] matches ['reinstall'] is False
[' re', ' rec', ' recon', ' resolve', ' res'] matches ['reintegrate'] is True
[' ind', ' ty', 'ETF', ' one', ' re'] matches ['reinterpret'] is True
[' re', ' rec', ' recon', ' res', ' '] matches ['reintroduce'] is True
[' ind', ' ty', 'ETF', ' one', ' re'] matches ['reinvest'] is True
[' re', ' rec', ' recon', ' resolve', ' res'] matches ['reinvestigate'] is True
[' ind', ' ty', ' re', 'ETF', ' mat'] matches ['relearn'] is True
[' re', ' rec', ' ', ' relocate', ' recon'] matches ['relocate'] is True
[' re', ' rem', ' rec', ' ', ' res'] matches ['remarry'] is True
[' re', ' rec', ' recon', ' ', ' resolve'] matches ['renegotiate'] is True
[' re', ' rec', ' ', ' recon', ' rem'] matches ['reoccur'] is True
[' re', ' reorgan', ' recon', ' rec', ' rearr'] matches ['reorganize', 'reorganise'] is True
[' re', ' rec', ' ', ' rep', ' recon'] matches ['republish'] is True
[' ind', ' ty', 'ETF', ' one', ' re'] matches ['resend'] is True
[' re', ' resolve', ' res', ' rec', ' recon'] matches ['resolve'] is True
[' ind', ' ty', 'ETF', ' mat', ' one'] matches ['resubmit'] is False
[' ind', ' ty', 'ETF', ' mat', ' tip'] matches ['retell'] is False
[' re', ' rec', ' ', ' rem', ' reun'] matches ['reunite'] is True
[' ind', ' ty', ' upt', 'ETF', ' one'] matches ['reupload'] is False
[' ind', ' ty', 'ETF', ' mat', ' one'] matches ['rewrite'] is False
re+verb_reg,50,295,300
[' ', ' improvement', ' endorsement', '\n', ' amendment'] matches ['accomplishment'] is False
[' ', ' improvement', ' achievement', ' enactment', ' endorsement'] matches ['achievement'] is True
[' ', ' acknowledgement', ' endorsement', ' acknowledgment', ' approval'] matches ['acknowledgement'] is True
[' to', ' en', '-', ' mat', ' cos'] matches ['adjustment'] is False
[' ', ' endorsement', ' advertisement', '\n', ' approval'] matches ['advertisement', 'advertizement'] is True
[' to', ' en', '-', ' mat', ' cos'] matches ['agreement'] is False
[' to', ' en', '-', ' mat', ' cos'] matches ['alignment'] is False
[' amendment', ' ', ' endorsement', ' enactment', ' amend'] matches ['amendment'] is True
[' ', ' amendment', ' endorsement', '\n', ' recommendation'] matches ['amusement'] is False
[' ', ' announcement', ' endorsement', ' enactment', ' amendment'] matches ['announcement'] is True
[' ', ' appointment', ' approval', ' endorsement', ' recommendation'] matches ['appointment'] is True
[' ', ' arrangement', ' amendment', ' endorsement', ' agreement'] matches ['arrangement'] is True
[' assessment', ' ', ' evaluation', ' endorsement', ' appraisal'] matches ['assessment'] is True
[' ', ' assignment', ' assessment', ' endorsement', ' approval'] matches ['assignment'] is True
[' to', ' en', '-', ' mat', ' cos'] matches ['commitment'] is False
[' ', ' endorsement', ' assessment', ' amendment', ' adoption'] matches ['detachment'] is False
[' to', ' en', '-', ' mat', ' cos'] matches ['development'] is False
[' ', ' agreement', ' endorsement', ' approval', ' recommendation'] matches ['disagreement'] is False
[' ', ' approval', ' endorsement', ' improvement', ' recommendation'] matches ['disappointment'] is False
[' ', ' endorsement', '\n', ' adoption', ' involvement'] matches ['displacement'] is False
[' ', ' endorsement', ' en', ' improvement', ' enactment'] matches ['embarrassment'] is False
[' encouragement', ' ', ' endorsement', ' recommendation', ' encourage'] matches ['encouragement'] is True
[' endorsement', ' ', ' recommendation', ' approval', ' adoption'] matches ['endorsement'] is True
[' enforcement', ' enforce', ' ', ' enactment', ' endorsement'] matches ['enforcement'] is True
[' ', ' engagement', ' involvement', ' endorsement', ' enactment'] matches ['engagement'] is True
[' enhancement', ' ', ' improvement', ' endorsement', ' amendment'] matches ['enhancement'] is True
[' ', ' endorsement', ' improvement', ' appreciation', ' enjoyment'] matches ['enjoyment'] is True
[' ', ' endorsement', ' improvement', ' enactment', ' amendment'] matches ['enlightenment'] is False
[' ', ' endorsement', ' enactment', ' enrol', ' adoption'] matches ['enrollment', 'enrolment'] is True
[' ', ' endorsement', ' consideration', ' entertainment', '\n'] matches ['entertainment'] is True
[' ', ' endorsement', ' enactment', '\n', ' entitlement'] matches ['entitlement'] is True
[' ', ' endorsement', ' improvement', ' equipment', '\n'] matches ['equipment'] is True
[' en', ' to', '-', ' mat', ' est'] matches ['establishment'] is True
[' ', ' endorsement', ' approval', '\n', ' encouragement'] matches ['excitement'] is False
[' ', ' fulfil', ' endorsement', ' approval', ' enactment'] matches ['fulfilment'] is True
[' ', ' fulfil', ' fulfillment', ' endorsement', ' improvement'] matches ['fulfillment'] is True
[' ', ' endorsement', ' assessment', ' enactment', ' recommendation'] matches ['harassment'] is False
[' ', ' improvement', ' impairment', ' amendment', ' endorsement'] matches ['impairment'] is True
[' to', ' en', '-', ' mat', ' cos'] matches ['improvement'] is False
[' ', ' infringement', ' endorsement', ' amendment', ' improvement'] matches ['infringement'] is True
[' en', ' to', '-', ' mat', ' cos'] matches ['investment'] is False
[' ', ' involvement', ' endorsement', ' enactment', ' amendment'] matches ['involvement'] is True
[' ', ' management', ' amendment', ' administration', ' endorsement'] matches ['management'] is True
[' ', ' enforcement', ' amendment', ' endorsement', ' enactment'] matches ['punishment'] is False
[' development', ' ', ' redevelopment', ' improvement', ' adoption'] matches ['redevelopment'] is True
[' ', ' reimbursement', ' endorsement', '\n', ' recommendation'] matches ['reimbursement'] is True
[' ', ' endorsement', ' reinforcement', ' improvement', ' enforcement'] matches ['reinforcement'] is True
[' to', ' en', '-', ' mat', ' cos'] matches ['replacement'] is False
[' en', ' to', '-', ' mat', ' cos'] matches ['requirement'] is False
[' to', ' en', '-', ' mat', ' cos'] matches ['resentment'] is False
verb+ment_irreg,50,324,321
[' empty', ' no', 'ND', 'nar', ' OD'] matches ['armless'] is False
[' empty', 'ND', ' no', 'nar', ' OD'] matches ['artless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['boneless'] is False
[' breath', ' bl', ' unf', ' un', ' without'] matches ['breathless'] is True
[' empty', 'ND', ' no', ' OD', ' don'] matches ['carbonless'] is False
[' empty', 'ND', ' no', ' OD', ' don'] matches ['childless'] is False
[' empty', ' no', 'ND', ' OD', ' don'] matches ['collarless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['deathless'] is False
[' unf', ' un', ' innocent', ' non', ' und'] matches ['defenceless', 'defenseless'] is False
[' unf', ' un', ' less', ' ', ' non'] matches ['effortless'] is False
[' g', ' ', ' non', ' less', ' un'] matches ['egoless'] is False
[' un', ' emotion', ' unf', ' non', ' mindless'] matches ['emotionless'] is True
[' empty', 'ND', ' no', ' OD', ' er'] matches ['errorless'] is True
[' empty', 'ND', ' OD', ' no', 'nar'] matches ['expressionless'] is False
[' empty', 'ND', ' no', ' OD', ' don'] matches ['faithless'] is False
[' unf', ' fl', ' non', ' un', ' '] matches ['frictionless'] is False
[' empty', 'ND', ' no', ' OD', ' un'] matches ['friendless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['genderless'] is False
[' empty', 'ND', ' no', ' OD', 'nar'] matches ['goalless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['godless'] is False
[' un', ' innocent', ' unf', ' ', ' non'] matches ['guileless'] is False
[' innocent', ' guilt', ' un', ' ', ' unf'] matches ['guiltless'] is True
[' empty', 'ND', ' OD', ' no', 'nar'] matches ['hairless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['heartless'] is False
[' ', ' unf', ' innocent', ' un', ' less'] matches ['heirless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['homeless'] is False
[' empty', 'ND', ' no', ' OD', ' don'] matches ['lawless'] is False
[' empty', 'ND', ' no', ' OD', ' don'] matches ['legless'] is False
[' empty', 'ND', ' OD', ' no', ' don'] matches ['lifeless', 'liveless'] is False
[' empty', ' no', ' OD', ' un', 'ND'] matches ['luckless'] is False
[' empty', ' no', ' un', ' don', 'ND'] matches ['meatless'] is False
[' empty', 'ND', ' no', ' OD', ' don'] matches ['moneyless'] is False
['ND', ' empty', ' OD', ' no', 'nar'] matches ['odorless', 'odourless'] is True
[' passion', ' unf', ' un', ' ', ' less'] matches ['passionless'] is True
[' empty', 'ND', ' OD', ' no', ' don'] matches ['pathless'] is False
[' un', ' non', ' penn', ' unf', ' p'] matches ['penniless'] is True
[' un', ' non', ' unf', ' less', ' '] matches ['remorseless'] is False
[' un', ' unf', ' ', ' non', ' less'] matches ['ruthless'] is False
[' non', ' un', ' senseless', ' s', ' less'] matches ['sensorless'] is False
[' non', ' less', ' unf', ' un', ' skin'] matches ['sleeveless'] is False
[' soul', ' sou', ' spirit', ' sin', ' lifeless'] matches ['soulless'] is True
[' empty', 'ND', ' OD', ' no', 'nar'] matches ['speechless'] is False
[' un', ' non', ' sp', ' unf', ' '] matches ['spineless'] is True
[' non', ' ', ' unt', ' unf', ' bland'] matches ['tactless'] is False
[' un', ' unf', ' ', ' talent', ' less'] matches ['talentless'] is True
[' empty', ' no', 'ND', ' OD', ' don'] matches ['thoughtless'] is False
[' tooth', ' non', ' un', ' unf', ' '] matches ['toothless'] is True
[' empty', 'ND', ' no', ' OD', ' don'] matches ['windowless'] is False
[' empty', ' no', ' un', ' OD', ' don'] matches ['witless'] is False
noun+less_reg,50,335,359
[' over', ' overd', ' overs', ' overly', ' overe'] matches ['overambitious', 'over-ambitious'] is True
['orf', 'onel', 'oling', 'oller', 'oll'] matches ['overarching', 'over-arching'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overbooked', 'over-booked'] is True
['orf', 'onel', 'oling', 'oll', 'oller'] matches ['overcharged', 'over-charged'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overcompensated', 'over-compensated'] is True
[' over', ' overd', ' overs', ' overc', ' overe'] matches ['overconfident', 'over-confident'] is True
['orf', 'onel', 'ollen', 'oller', 'oling'] matches ['overcooked', 'over-cooked'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overcrowded', 'over-crowded'] is True
['orf', 'onel', 'oling', 'oll', 'oller'] matches ['overdeveloped', 'over-developed'] is False
['orf', 'onel', 'oling', 'oller', 'oll'] matches ['overdone', 'over-done'] is False
[' over', ' overd', ' overs', ' overe', ' overc'] matches ['overdressed', 'over-dressed'] is True
[' over', ' overs', ' overd', ' overe', ' overly'] matches ['overenthusiastic', 'over-enthusiastic'] is True
[' over', ' overs', ' overd', ' overe', ' overc'] matches ['overexcited', 'over-excited'] is True
[' over', ' overs', ' overe', ' overd', ' overc'] matches ['overexposed', 'over-exposed'] is True
['onel', 'orf', 'oling', 'oll', 'ollen'] matches ['overfilled', 'over-filled'] is False
['orf', 'onel', 'oller', 'oling', 'ollen'] matches ['overgrown', 'over-grown'] is False
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['overheard', 'over-heard'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overheated', 'over-heated'] is True
[' over', ' overd', ' overs', ' overc', ' overe'] matches ['overinflated', 'over-inflated'] is True
[' over', ' overs', ' overd', ' overc', ' overly'] matches ['overlaid', 'over-laid'] is True
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['overloaded', 'over-loaded'] is False
[' over', ' overs', ' overd', ' overly', ' overc'] matches ['overoptimistic', 'over-optimistic'] is True
['onel', 'orf', 'oling', 'oll', 'oller'] matches ['overpaid', 'over-paid'] is False
['onel', 'orf', 'oling', 'oll', 'oller'] matches ['overpainted', 'over-painted'] is False
['orf', 'onel', 'oling', 'oller', 'oll'] matches ['overplayed', 'over-played'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overpopulated', 'over-populated'] is True
['orf', 'onel', 'oling', 'oller', 'ollen'] matches ['overpowered', 'over-powered'] is False
['orf', 'onel', 'oling', 'oller', 'ollen'] matches ['overprotected', 'over-protected'] is False
[' over', ' overd', ' overc', ' overs', ' overw'] matches ['overprotective', 'over-protective'] is True
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['overqualified', 'over-qualified'] is False
['orf', 'onel', 'oling', 'oll', 'oller'] matches ['overrepresented', 'over-represented'] is False
[' overs', ' over', ' overd', ' overc', ' overe'] matches ['oversaturated', 'over-saturated'] is True
[' over', ' overd', ' overs', ' overc', ' overe'] matches ['overshadowed', 'over-shadowed'] is True
[' over', ' overs', ' overd', ' overc', ' overly'] matches ['oversimplified', 'over-simplified'] is True
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['oversized', 'over-sized'] is False
['onel', 'orf', 'oling', 'ollen', 'oll'] matches ['oversold', 'over-sold'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overspent', 'over-spent'] is True
['orf', 'onel', 'oller', 'oling', 'oll'] matches ['overstated', 'over-stated'] is False
[' overs', ' over', ' overd', ' overly', ' overe'] matches ['overstimulated', 'over-stimulated'] is True
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overstocked', 'over-stocked'] is True
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overstrained', 'over-strained'] is True
[' over', ' overs', ' overd', ' overe', ' overc'] matches ['overstressed', 'over-stressed'] is True
['orf', 'onel', 'ollen', 'oling', 'oller'] matches ['overstretched', 'over-stretched'] is False
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['oversubscribed', 'over-subscribed'] is True
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overtaken', 'over-taken'] is True
[' over', ' overs', ' overd', ' overc', ' overe'] matches ['overthrown', 'over-thrown'] is True
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['overturned', 'over-turned'] is False
['onel', 'orf', 'oling', 'oller', 'oll'] matches ['overused', 'over-used'] is False
['orf', 'onel', 'oller', 'oling', 'oll'] matches ['overwritten', 'over-written'] is False
