2024-06-13 10:48:20 root INFO     loading model + tokenizer
2024-06-13 10:48:38 root INFO     model + tokenizer loaded
2024-06-13 10:48:38 __main__ INFO     starting test: <class 'lre.operators.Word2VecIclEstimator'> on Relation(name='adj - comparative', prompt_templates=['When something is more {}, it is', 'If something is more {}, it is'], prompt_templates_zs=['When something is more {}, it is', 'If something is more {}, it is'], samples=[RelationSample(subject='angry', object=['angrier']), RelationSample(subject='cheap', object=['cheaper']), RelationSample(subject='clever', object=['cleverer']), RelationSample(subject='coarse', object=['coarser']), RelationSample(subject='costly', object=['costlier']), RelationSample(subject='cute', object=['cuter']), RelationSample(subject='dense', object=['denser']), RelationSample(subject='dumb', object=['dumber']), RelationSample(subject='fierce', object=['fiercer']), RelationSample(subject='handy', object=['handier']), RelationSample(subject='happy', object=['happier']), RelationSample(subject='hardy', object=['hardier']), RelationSample(subject='harsh', object=['harsher']), RelationSample(subject='healthy', object=['healthier']), RelationSample(subject='hot', object=['hotter']), RelationSample(subject='huge', object=['huger']), RelationSample(subject='hungry', object=['hungrier']), RelationSample(subject='lazy', object=['lazier']), RelationSample(subject='lengthy', object=['lengthier']), RelationSample(subject='lucky', object=['luckier']), RelationSample(subject='mad', object=['madder']), RelationSample(subject='merry', object=['merrier']), RelationSample(subject='mild', object=['milder']), RelationSample(subject='moist', object=['moister']), RelationSample(subject='nasty', object=['nastier']), RelationSample(subject='neat', object=['neater']), RelationSample(subject='nice', object=['nicer']), RelationSample(subject='noisy', object=['noisier']), RelationSample(subject='proud', object=['prouder']), RelationSample(subject='pure', object=['purer']), RelationSample(subject='risky', object=['riskier']), RelationSample(subject='rocky', object=['rockier']), RelationSample(subject='rude', object=['ruder']), RelationSample(subject='sad', object=['sadder']), RelationSample(subject='scary', object=['scarier']), RelationSample(subject='sexy', object=['sexier']), RelationSample(subject='sticky', object=['stickier']), RelationSample(subject='strict', object=['stricter']), RelationSample(subject='strong', object=['stronger']), RelationSample(subject='subtle', object=['subtler']), RelationSample(subject='sunny', object=['sunnier']), RelationSample(subject='tasty', object=['tastier']), RelationSample(subject='tiny', object=['tinier']), RelationSample(subject='tricky', object=['trickier']), RelationSample(subject='ugly', object=['uglier']), RelationSample(subject='vague', object=['vaguer']), RelationSample(subject='vast', object=['vaster']), RelationSample(subject='weak', object=['weaker']), RelationSample(subject='wealthy', object=['wealthier']), RelationSample(subject='weird', object=['weirder'])], _domain=None, _range=None)
2024-06-13 10:48:38 root INFO     clozed_answers is [['angrier'], ['cheaper'], ['cleverer'], ['coarser'], ['costlier'], ['cuter'], ['denser'], ['dumber'], ['fiercer'], ['handier'], ['happier'], ['hardier'], ['harsher'], ['healthier'], ['hotter'], ['huger'], ['hungrier'], ['lazier'], ['lengthier'], ['luckier'], ['madder'], ['merrier'], ['milder'], ['moister'], ['nastier'], ['neater'], ['nicer'], ['noisier'], ['prouder'], ['purer'], ['riskier'], ['rockier'], ['ruder'], ['sadder'], ['scarier'], ['sexier'], ['stickier'], ['stricter'], ['stronger'], ['subtler'], ['sunnier'], ['tastier'], ['tinier'], ['trickier'], ['uglier'], ['vaguer'], ['vaster'], ['weaker'], ['wealthier'], ['weirder']]
2024-06-13 10:48:40 root INFO     starting operator prediction
2024-06-13 10:48:40 lre.operators WARNING  relation has > 1 prompt_templates, will use first (When something is more {}, it is)
2024-06-13 10:48:40 root INFO     [relation call] using When something is more {}, it is
2024-06-13 10:48:51 root INFO     total operator prediction time: 10.367170810699463 seconds
2024-06-13 10:48:53 root INFO     [' more', ' harder', ' much', ' less', ' '] matches ['angrier'] is False
2024-06-13 11:00:49 root INFO     starting operator prediction
2024-06-13 11:00:49 lre.operators WARNING  relation has > 1 prompt_templates, will use first (When something is more {}, it is)
2024-06-13 11:00:49 root INFO     [relation call] using When something is more {}, it is
2024-06-13 11:01:00 root INFO     total operator prediction time: 10.371339321136475 seconds
2024-06-13 11:01:02 root INFO     [' more', ' harder', ' less', ' much', ' '] matches ['angrier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' ', '\n'] matches ['cheaper'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', '\n'] matches ['cleverer'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['coarser'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['costlier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['cuter'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['denser'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['dumber'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['fiercer'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' ', ' harder'] matches ['handier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' harder', ' '] matches ['happier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' harder', '\n'] matches ['hardier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['harsher'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['healthier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' harder', ' much', ' less', ' '] matches ['hotter'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['huger'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' harder', ' much', ' '] matches ['hungrier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['lazier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['lengthier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['luckier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['madder'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['merrier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['milder'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['moister'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['nastier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['neater'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['nicer'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' harder', '\n'] matches ['noisier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['prouder'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['purer'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' harder', '\n'] matches ['riskier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' harder', ' less', ' much', ' tougher'] matches ['rockier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['ruder'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' harder', ' less', ' worse'] matches ['sadder'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['scarier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['sexier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['stickier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' much', ' harder', ' '] matches ['stricter'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['stronger'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['subtler'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['sunnier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' harder', ' much', ' less', '\n'] matches ['tastier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['tinier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['trickier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['uglier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['vaguer'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['vaster'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' ', '\n'] matches ['weaker'] is False
2024-06-13 11:01:02 root INFO     [' more', ' less', ' harder', ' much', ' '] matches ['wealthier'] is False
2024-06-13 11:01:02 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['weirder'] is False
2024-06-13 11:01:02 root INFO     1,adj - comparative,50,0,50
[' more', ' harder', ' less', ' much', ' '] matches ['angrier'] is False
[' more', ' less', ' much', ' ', '\n'] matches ['cheaper'] is False
[' more', ' much', ' less', ' harder', '\n'] matches ['cleverer'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['coarser'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['costlier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['cuter'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['denser'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['dumber'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['fiercer'] is False
[' more', ' less', ' much', ' ', ' harder'] matches ['handier'] is False
[' more', ' less', ' much', ' harder', ' '] matches ['happier'] is False
[' more', ' less', ' much', ' harder', '\n'] matches ['hardier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['harsher'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['healthier'] is False
[' more', ' harder', ' much', ' less', ' '] matches ['hotter'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['huger'] is False
[' more', ' less', ' harder', ' much', ' '] matches ['hungrier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['lazier'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['lengthier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['luckier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['madder'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['merrier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['milder'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['moister'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['nastier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['neater'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['nicer'] is False
[' more', ' less', ' much', ' harder', '\n'] matches ['noisier'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['prouder'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['purer'] is False
[' more', ' less', ' much', ' harder', '\n'] matches ['riskier'] is False
[' more', ' harder', ' less', ' much', ' tougher'] matches ['rockier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['ruder'] is False
[' more', ' much', ' harder', ' less', ' worse'] matches ['sadder'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['scarier'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['sexier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['stickier'] is False
[' more', ' less', ' much', ' harder', ' '] matches ['stricter'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['stronger'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['subtler'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['sunnier'] is False
[' more', ' harder', ' much', ' less', '\n'] matches ['tastier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['tinier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['trickier'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['uglier'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['vaguer'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['vaster'] is False
[' more', ' much', ' less', ' ', '\n'] matches ['weaker'] is False
[' more', ' less', ' harder', ' much', ' '] matches ['wealthier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['weirder'] is False
1,adj - comparative,50,0,502024-06-13 11:01:17 root INFO     loading model + tokenizer
2024-06-13 11:01:34 root INFO     model + tokenizer loaded
2024-06-13 11:01:34 __main__ INFO     starting test: <class 'lre.operators.Word2VecIclEstimator'> on Relation(name='adj - comparative', prompt_templates=['When something is more {}, it is', 'If something is more {}, it is'], prompt_templates_zs=['When something is more {}, it is', 'If something is more {}, it is'], samples=[RelationSample(subject='angry', object=['angrier']), RelationSample(subject='cheap', object=['cheaper']), RelationSample(subject='clever', object=['cleverer']), RelationSample(subject='coarse', object=['coarser']), RelationSample(subject='costly', object=['costlier']), RelationSample(subject='cute', object=['cuter']), RelationSample(subject='dense', object=['denser']), RelationSample(subject='dumb', object=['dumber']), RelationSample(subject='fierce', object=['fiercer']), RelationSample(subject='handy', object=['handier']), RelationSample(subject='happy', object=['happier']), RelationSample(subject='hardy', object=['hardier']), RelationSample(subject='harsh', object=['harsher']), RelationSample(subject='healthy', object=['healthier']), RelationSample(subject='hot', object=['hotter']), RelationSample(subject='huge', object=['huger']), RelationSample(subject='hungry', object=['hungrier']), RelationSample(subject='lazy', object=['lazier']), RelationSample(subject='lengthy', object=['lengthier']), RelationSample(subject='lucky', object=['luckier']), RelationSample(subject='mad', object=['madder']), RelationSample(subject='merry', object=['merrier']), RelationSample(subject='mild', object=['milder']), RelationSample(subject='moist', object=['moister']), RelationSample(subject='nasty', object=['nastier']), RelationSample(subject='neat', object=['neater']), RelationSample(subject='nice', object=['nicer']), RelationSample(subject='noisy', object=['noisier']), RelationSample(subject='proud', object=['prouder']), RelationSample(subject='pure', object=['purer']), RelationSample(subject='risky', object=['riskier']), RelationSample(subject='rocky', object=['rockier']), RelationSample(subject='rude', object=['ruder']), RelationSample(subject='sad', object=['sadder']), RelationSample(subject='scary', object=['scarier']), RelationSample(subject='sexy', object=['sexier']), RelationSample(subject='sticky', object=['stickier']), RelationSample(subject='strict', object=['stricter']), RelationSample(subject='strong', object=['stronger']), RelationSample(subject='subtle', object=['subtler']), RelationSample(subject='sunny', object=['sunnier']), RelationSample(subject='tasty', object=['tastier']), RelationSample(subject='tiny', object=['tinier']), RelationSample(subject='tricky', object=['trickier']), RelationSample(subject='ugly', object=['uglier']), RelationSample(subject='vague', object=['vaguer']), RelationSample(subject='vast', object=['vaster']), RelationSample(subject='weak', object=['weaker']), RelationSample(subject='wealthy', object=['wealthier']), RelationSample(subject='weird', object=['weirder'])], _domain=None, _range=None)
2024-06-13 11:01:37 root INFO     starting operator prediction
2024-06-13 11:01:37 lre.operators WARNING  relation has > 1 prompt_templates, will use first (When something is more {}, it is)
2024-06-13 11:01:37 root INFO     [relation call] using When something is more {}, it is
2024-06-13 11:01:48 root INFO     total operator prediction time: 10.370871305465698 seconds
2024-06-13 11:01:50 root INFO     [' more', ' harder', ' less', ' much', ' '] matches ['angrier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' ', '\n'] matches ['cheaper'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', '\n'] matches ['cleverer'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['coarser'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['costlier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['cuter'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['denser'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['dumber'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['fiercer'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' ', ' harder'] matches ['handier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', ' '] matches ['happier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', '\n'] matches ['hardier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['harsher'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['healthier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' harder', ' much', ' less', ' '] matches ['hotter'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['huger'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' harder', ' much', ' '] matches ['hungrier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['lazier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', '\n'] matches ['lengthier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['luckier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['madder'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['merrier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['milder'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['moister'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['nastier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['neater'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['nicer'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', '\n'] matches ['noisier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['prouder'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', ' '] matches ['purer'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', ' stronger'] matches ['riskier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' harder', ' much', ' tougher'] matches ['rockier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['ruder'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' harder', ' less', ' worse'] matches ['sadder'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['scarier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['sexier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['stickier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' harder', ' '] matches ['stricter'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['stronger'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' harder', ' less', ' '] matches ['subtler'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['sunnier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' harder', ' much', ' less', '\n'] matches ['tastier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['tinier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['trickier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['uglier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' ', ' harder'] matches ['vaguer'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['vaster'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' much', ' ', '\n'] matches ['weaker'] is False
2024-06-13 11:01:50 root INFO     [' more', ' less', ' harder', ' much', ' '] matches ['wealthier'] is False
2024-06-13 11:01:50 root INFO     [' more', ' much', ' less', ' harder', ' '] matches ['weirder'] is False
2024-06-13 11:01:50 root INFO     1,adj - comparative,50,0,50
[' more', ' harder', ' less', ' much', ' '] matches ['angrier'] is False
[' more', ' less', ' much', ' ', '\n'] matches ['cheaper'] is False
[' more', ' much', ' less', ' harder', '\n'] matches ['cleverer'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['coarser'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['costlier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['cuter'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['denser'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['dumber'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['fiercer'] is False
[' more', ' less', ' much', ' ', ' harder'] matches ['handier'] is False
[' more', ' less', ' much', ' harder', ' '] matches ['happier'] is False
[' more', ' less', ' much', ' harder', '\n'] matches ['hardier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['harsher'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['healthier'] is False
[' more', ' harder', ' much', ' less', ' '] matches ['hotter'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['huger'] is False
[' more', ' less', ' harder', ' much', ' '] matches ['hungrier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['lazier'] is False
[' more', ' much', ' less', ' ', '\n'] matches ['lengthier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['luckier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['madder'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['merrier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['milder'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['moister'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['nastier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['neater'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['nicer'] is False
[' more', ' less', ' much', ' harder', '\n'] matches ['noisier'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['prouder'] is False
[' more', ' less', ' much', ' harder', ' '] matches ['purer'] is False
[' more', ' less', ' much', ' harder', ' stronger'] matches ['riskier'] is False
[' more', ' less', ' harder', ' much', ' tougher'] matches ['rockier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['ruder'] is False
[' more', ' much', ' harder', ' less', ' worse'] matches ['sadder'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['scarier'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['sexier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['stickier'] is False
[' more', ' less', ' much', ' harder', ' '] matches ['stricter'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['stronger'] is False
[' more', ' much', ' harder', ' less', ' '] matches ['subtler'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['sunnier'] is False
[' more', ' harder', ' much', ' less', '\n'] matches ['tastier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['tinier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['trickier'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['uglier'] is False
[' more', ' much', ' less', ' ', ' harder'] matches ['vaguer'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['vaster'] is False
[' more', ' less', ' much', ' ', '\n'] matches ['weaker'] is False
[' more', ' less', ' harder', ' much', ' '] matches ['wealthier'] is False
[' more', ' much', ' less', ' harder', ' '] matches ['weirder'] is False
1,adj - comparative,50,0,502024-06-13 11:02:57 root INFO     loading model + tokenizer
2024-06-13 11:03:14 root INFO     model + tokenizer loaded
2024-06-13 11:03:14 __main__ INFO     starting test: <class 'lre.operators.Word2VecIclEstimator'> on Relation(name='adj - comparative', prompt_templates=['When something is more {}, it is', 'If something is more {}, it is'], prompt_templates_zs=['When something is more {}, it is', 'If something is more {}, it is'], samples=[RelationSample(subject='angry', object=['angrier']), RelationSample(subject='cheap', object=['cheaper']), RelationSample(subject='clever', object=['cleverer']), RelationSample(subject='coarse', object=['coarser']), RelationSample(subject='costly', object=['costlier']), RelationSample(subject='cute', object=['cuter']), RelationSample(subject='dense', object=['denser']), RelationSample(subject='dumb', object=['dumber']), RelationSample(subject='fierce', object=['fiercer']), RelationSample(subject='handy', object=['handier']), RelationSample(subject='happy', object=['happier']), RelationSample(subject='hardy', object=['hardier']), RelationSample(subject='harsh', object=['harsher']), RelationSample(subject='healthy', object=['healthier']), RelationSample(subject='hot', object=['hotter']), RelationSample(subject='huge', object=['huger']), RelationSample(subject='hungry', object=['hungrier']), RelationSample(subject='lazy', object=['lazier']), RelationSample(subject='lengthy', object=['lengthier']), RelationSample(subject='lucky', object=['luckier']), RelationSample(subject='mad', object=['madder']), RelationSample(subject='merry', object=['merrier']), RelationSample(subject='mild', object=['milder']), RelationSample(subject='moist', object=['moister']), RelationSample(subject='nasty', object=['nastier']), RelationSample(subject='neat', object=['neater']), RelationSample(subject='nice', object=['nicer']), RelationSample(subject='noisy', object=['noisier']), RelationSample(subject='proud', object=['prouder']), RelationSample(subject='pure', object=['purer']), RelationSample(subject='risky', object=['riskier']), RelationSample(subject='rocky', object=['rockier']), RelationSample(subject='rude', object=['ruder']), RelationSample(subject='sad', object=['sadder']), RelationSample(subject='scary', object=['scarier']), RelationSample(subject='sexy', object=['sexier']), RelationSample(subject='sticky', object=['stickier']), RelationSample(subject='strict', object=['stricter']), RelationSample(subject='strong', object=['stronger']), RelationSample(subject='subtle', object=['subtler']), RelationSample(subject='sunny', object=['sunnier']), RelationSample(subject='tasty', object=['tastier']), RelationSample(subject='tiny', object=['tinier']), RelationSample(subject='tricky', object=['trickier']), RelationSample(subject='ugly', object=['uglier']), RelationSample(subject='vague', object=['vaguer']), RelationSample(subject='vast', object=['vaster']), RelationSample(subject='weak', object=['weaker']), RelationSample(subject='wealthy', object=['wealthier']), RelationSample(subject='weird', object=['weirder'])], _domain=None, _range=None)
2024-06-13 11:03:17 root INFO     starting operator prediction
2024-06-13 11:03:17 lre.operators WARNING  relation has > 1 prompt_templates, will use first (When something is more {}, it is)
2024-06-13 11:03:17 root INFO     [relation call] using When something is more {}, it is
2024-06-13 11:03:27 root INFO     total operator prediction time: 10.336015462875366 seconds
2024-06-13 11:03:29 root INFO     [' more', ' much', ' harder', ' less', ' ', '\n', ' n', ' m', ' stronger', ' bigger', ' better', ' not', ' tougher', ' worse', ' a'] matches ['angrier'] is True
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' ', '\n', ' n', ' harder', ' better', ' worse', ' m', ' a', ' not', ' rather', ' stronger', ' bigger'] matches ['cheaper'] is False
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' harder', '\n', ' ', ' bigger', ' rather', ' better', ' a', ' n', ' worse', ' nicer', ' stronger', ' m'] matches ['cleverer'] is False
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' harder', ' ', '\n', ' better', ' n', ' tougher', ' bigger', ' stronger', ' a', ' worse', ' not', ' greater'] matches ['coarser'] is False
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' harder', ' ', '\n', ' n', ' worse', ' better', ' bigger', ' a', ' greater', ' not', ' stronger', ' tougher'] matches ['costlier'] is False
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' harder', ' ', '\n', ' n', ' better', ' stronger', ' bigger', ' a', ' rather', ' worse', ' not', ' tougher'] matches ['cuter'] is False
2024-06-13 11:03:29 root INFO     [' more', ' much', ' less', ' harder', ' ', '\n', ' n', ' better', ' bigger', ' a', ' stronger', ' greater', ' not', ' worse', ' tougher'] matches ['denser'] is False
