2024-07-10 16:24:10 __main__ INFO     using beta=1, iter=0
2024-07-10 16:44:08 __main__ INFO     hypernyms - animals,beta,1,LRE,4,Jacobian,26,lm,42
2024-07-10 16:44:12 __main__ INFO     country - capital,beta,1,LRE,0,Jacobian,14,lm,36
2024-07-10 16:44:13 __main__ INFO     using beta=1, iter=7
2024-07-10 16:44:16 __main__ INFO     name - nationality,beta,1,LRE,4,Jacobian,5,lm,22
2024-07-10 16:44:20 __main__ INFO     animal - youth,beta,1,LRE,5,Jacobian,16,lm,33
2024-07-10 16:44:26 __main__ INFO     verb_Ving - 3pSg,beta,1,LRE,0,Jacobian,2,lm,50
2024-07-10 16:44:30 __main__ INFO     noun+less_reg,beta,1,LRE,1,Jacobian,46,lm,47
2024-07-10 16:44:36 __main__ INFO     verb+able_reg,beta,1,LRE,2,Jacobian,38,lm,47
2024-07-10 16:44:40 __main__ INFO     UK_city - county,beta,1,LRE,1,Jacobian,2,lm,12
2024-07-10 16:44:44 __main__ INFO     antonyms - binary,beta,1,LRE,2,Jacobian,21,lm,42
2024-07-10 16:44:49 __main__ INFO     verb_inf - 3pSg,beta,1,LRE,2,Jacobian,41,lm,50
2024-07-10 16:44:54 __main__ INFO     re+verb_reg,beta,1,LRE,46,Jacobian,15,lm,46
2024-07-10 16:44:59 __main__ INFO     verb_inf - Ved,beta,1,LRE,3,Jacobian,41,lm,49
2024-07-10 16:45:04 __main__ INFO     country - language,beta,1,LRE,11,Jacobian,4,lm,39
2024-07-10 16:45:08 __main__ INFO     meronyms - part,beta,1,LRE,4,Jacobian,11,lm,29
2024-07-10 16:45:13 __main__ INFO     verb_Ving - Ved,beta,1,LRE,0,Jacobian,18,lm,49
2024-07-10 16:45:17 __main__ INFO     animal - shelter,beta,1,LRE,8,Jacobian,3,lm,28
2024-07-10 16:45:21 __main__ INFO     hypernyms - misc,beta,1,LRE,6,Jacobian,8,lm,27
2024-07-10 16:45:26 __main__ INFO     meronyms - substance,beta,1,LRE,0,Jacobian,5,lm,39
2024-07-10 16:45:31 __main__ INFO     noun - plural_irreg,beta,1,LRE,2,Jacobian,45,lm,50
2024-07-10 16:45:36 __main__ INFO     un+adj_reg,beta,1,LRE,43,Jacobian,30,lm,49
2024-07-10 16:45:41 __main__ INFO     verb+ment_irreg,beta,1,LRE,8,Jacobian,39,lm,50
2024-07-10 16:45:46 __main__ INFO     adj+ness_reg,beta,1,LRE,0,Jacobian,37,lm,42
2024-07-10 16:45:51 __main__ INFO     over+adj_reg,beta,1,LRE,50,Jacobian,0,lm,50
2024-07-10 16:45:56 __main__ INFO     verb+er_irreg,beta,1,LRE,3,Jacobian,24,lm,46
2024-07-10 16:46:01 __main__ INFO     adj+ly_reg,beta,1,LRE,2,Jacobian,32,lm,50
2024-07-10 16:46:06 __main__ INFO     name - occupation,beta,1,LRE,16,Jacobian,11,lm,42
2024-07-10 16:46:10 __main__ INFO     synonyms - intensity,beta,1,LRE,0,Jacobian,2,lm,23
2024-07-10 16:46:14 __main__ INFO     animal - sound,beta,1,LRE,6,Jacobian,17,lm,30
2024-07-10 16:46:19 __main__ INFO     noun - plural_reg,beta,1,LRE,0,Jacobian,50,lm,50
2024-07-10 16:46:24 __main__ INFO     Ving - verb_inf,beta,1,LRE,0,Jacobian,10,lm,50
2024-07-10 16:46:28 __main__ INFO     male - female,beta,1,LRE,1,Jacobian,10,lm,35
2024-07-10 16:46:34 __main__ INFO     verb_3pSg - Ved,beta,1,LRE,1,Jacobian,42,lm,49
2024-07-10 16:46:38 __main__ INFO     meronyms - member,beta,1,LRE,1,Jacobian,2,lm,31
2024-07-10 16:46:42 __main__ INFO     hyponyms - misc,beta,1,LRE,0,Jacobian,4,lm,27
2024-07-10 16:46:47 __main__ INFO     adj - superlative,beta,1,LRE,0,Jacobian,26,lm,44
2024-07-10 16:46:52 __main__ INFO     verb+tion_irreg,beta,1,LRE,0,Jacobian,15,lm,49
2024-07-10 16:46:55 __main__ INFO     synonyms - exact,beta,1,LRE,0,Jacobian,2,lm,28
2024-07-10 16:47:00 __main__ INFO     hypernyms - animals,beta,1,LRE,18,Jacobian,19,lm,45
2024-07-10 16:47:05 __main__ INFO     country - capital,beta,1,LRE,1,Jacobian,17,lm,37
2024-07-10 16:47:05 __main__ INFO     using beta=3.33, iter=0
2024-07-10 16:47:09 __main__ INFO     name - nationality,beta,3.33,LRE,12,Jacobian,5,lm,23
2024-07-10 16:47:13 __main__ INFO     animal - youth,beta,3.33,LRE,7,Jacobian,19,lm,36
2024-07-10 16:47:18 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,14,Jacobian,0,lm,50
2024-07-10 16:47:23 __main__ INFO     noun+less_reg,beta,3.33,LRE,35,Jacobian,47,lm,49
2024-07-10 16:47:28 __main__ INFO     verb+able_reg,beta,3.33,LRE,35,Jacobian,37,lm,47
2024-07-10 16:47:32 __main__ INFO     UK_city - county,beta,3.33,LRE,6,Jacobian,5,lm,12
2024-07-10 16:47:37 __main__ INFO     antonyms - binary,beta,3.33,LRE,19,Jacobian,22,lm,42
2024-07-10 16:47:42 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,48,Jacobian,43,lm,50
2024-07-10 16:47:47 __main__ INFO     re+verb_reg,beta,3.33,LRE,43,Jacobian,10,lm,43
2024-07-10 16:47:52 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,46,Jacobian,41,lm,49
2024-07-10 16:47:57 __main__ INFO     country - language,beta,3.33,LRE,11,Jacobian,5,lm,37
2024-07-10 16:48:00 __main__ INFO     meronyms - part,beta,3.33,LRE,8,Jacobian,8,lm,25
2024-07-10 16:48:06 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,30,Jacobian,11,lm,49
2024-07-10 16:48:10 __main__ INFO     animal - shelter,beta,3.33,LRE,13,Jacobian,4,lm,30
2024-07-10 16:48:14 __main__ INFO     hypernyms - misc,beta,3.33,LRE,23,Jacobian,10,lm,31
2024-07-10 16:48:18 __main__ INFO     meronyms - substance,beta,3.33,LRE,1,Jacobian,5,lm,40
2024-07-10 16:48:23 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,42,Jacobian,40,lm,49
2024-07-10 16:48:29 __main__ INFO     un+adj_reg,beta,3.33,LRE,50,Jacobian,40,lm,50
2024-07-10 16:48:34 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,30,Jacobian,37,lm,50
2024-07-10 16:48:38 __main__ INFO     adj+ness_reg,beta,3.33,LRE,18,Jacobian,40,lm,44
2024-07-10 16:48:44 __main__ INFO     over+adj_reg,beta,3.33,LRE,50,Jacobian,0,lm,50
2024-07-10 16:48:49 __main__ INFO     verb+er_irreg,beta,3.33,LRE,3,Jacobian,11,lm,47
2024-07-10 16:48:54 __main__ INFO     adj+ly_reg,beta,3.33,LRE,18,Jacobian,31,lm,48
2024-07-10 16:48:59 __main__ INFO     name - occupation,beta,3.33,LRE,18,Jacobian,13,lm,42
2024-07-10 16:49:02 __main__ INFO     synonyms - intensity,beta,3.33,LRE,0,Jacobian,1,lm,21
2024-07-10 16:49:06 __main__ INFO     animal - sound,beta,3.33,LRE,21,Jacobian,15,lm,30
2024-07-10 16:49:11 __main__ INFO     noun - plural_reg,beta,3.33,LRE,44,Jacobian,50,lm,50
2024-07-10 16:49:17 __main__ INFO     Ving - verb_inf,beta,3.33,LRE,6,Jacobian,2,lm,50
2024-07-10 16:49:21 __main__ INFO     male - female,beta,3.33,LRE,10,Jacobian,7,lm,35
2024-07-10 16:49:26 __main__ INFO     verb_3pSg - Ved,beta,3.33,LRE,17,Jacobian,44,lm,49
2024-07-10 16:49:30 __main__ INFO     meronyms - member,beta,3.33,LRE,6,Jacobian,10,lm,31
2024-07-10 16:49:34 __main__ INFO     hyponyms - misc,beta,3.33,LRE,0,Jacobian,4,lm,30
2024-07-10 16:49:39 __main__ INFO     adj - superlative,beta,3.33,LRE,25,Jacobian,27,lm,43
2024-07-10 16:49:44 __main__ INFO     verb+tion_irreg,beta,3.33,LRE,10,Jacobian,26,lm,49
2024-07-10 16:49:48 __main__ INFO     synonyms - exact,beta,3.33,LRE,1,Jacobian,1,lm,23
2024-07-10 16:49:52 __main__ INFO     hypernyms - animals,beta,3.33,LRE,25,Jacobian,26,lm,40
2024-07-10 16:49:57 __main__ INFO     country - capital,beta,3.33,LRE,9,Jacobian,11,lm,37
2024-07-10 16:49:57 __main__ INFO     using beta=3.33, iter=1
2024-07-10 16:50:01 __main__ INFO     name - nationality,beta,3.33,LRE,12,Jacobian,5,lm,26
2024-07-10 16:50:05 __main__ INFO     animal - youth,beta,3.33,LRE,7,Jacobian,16,lm,31
2024-07-10 16:50:10 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,14,Jacobian,2,lm,50
2024-07-10 16:50:15 __main__ INFO     noun+less_reg,beta,3.33,LRE,37,Jacobian,46,lm,48
2024-07-10 16:50:20 __main__ INFO     verb+able_reg,beta,3.33,LRE,31,Jacobian,36,lm,47
2024-07-10 16:50:24 __main__ INFO     UK_city - county,beta,3.33,LRE,4,Jacobian,6,lm,11
2024-07-10 16:50:29 __main__ INFO     antonyms - binary,beta,3.33,LRE,19,Jacobian,25,lm,44
2024-07-10 16:50:34 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,44,Jacobian,43,lm,50
2024-07-10 16:50:38 __main__ INFO     re+verb_reg,beta,3.33,LRE,40,Jacobian,9,lm,40
2024-07-10 16:50:44 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,47,Jacobian,41,lm,49
2024-07-10 16:50:48 __main__ INFO     country - language,beta,3.33,LRE,15,Jacobian,6,lm,39
2024-07-10 16:50:53 __main__ INFO     meronyms - part,beta,3.33,LRE,8,Jacobian,7,lm,31
2024-07-10 16:50:58 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,28,Jacobian,13,lm,49
2024-07-10 16:51:02 __main__ INFO     animal - shelter,beta,3.33,LRE,14,Jacobian,4,lm,31
2024-07-10 16:51:06 __main__ INFO     hypernyms - misc,beta,3.33,LRE,17,Jacobian,11,lm,30
2024-07-10 16:51:10 __main__ INFO     meronyms - substance,beta,3.33,LRE,2,Jacobian,8,lm,38
2024-07-10 16:51:15 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,43,Jacobian,39,lm,49
2024-07-10 16:51:20 __main__ INFO     un+adj_reg,beta,3.33,LRE,47,Jacobian,36,lm,49
2024-07-10 16:51:25 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,37,Jacobian,43,lm,48
2024-07-10 16:51:30 __main__ INFO     adj+ness_reg,beta,3.33,LRE,18,Jacobian,36,lm,41
2024-07-10 16:51:35 __main__ INFO     over+adj_reg,beta,3.33,LRE,50,Jacobian,0,lm,50
2024-07-10 16:51:41 __main__ INFO     verb+er_irreg,beta,3.33,LRE,8,Jacobian,27,lm,48
2024-07-10 16:51:46 __main__ INFO     adj+ly_reg,beta,3.33,LRE,17,Jacobian,35,lm,49
2024-07-10 16:51:50 __main__ INFO     name - occupation,beta,3.33,LRE,17,Jacobian,12,lm,41
2024-07-10 16:51:54 __main__ INFO     synonyms - intensity,beta,3.33,LRE,0,Jacobian,2,lm,23
2024-07-10 16:51:58 __main__ INFO     animal - sound,beta,3.33,LRE,21,Jacobian,14,lm,31
2024-07-10 16:52:03 __main__ INFO     noun - plural_reg,beta,3.33,LRE,39,Jacobian,50,lm,50
2024-07-10 16:52:09 __main__ INFO     Ving - verb_inf,beta,3.33,LRE,7,Jacobian,6,lm,50
2024-07-10 16:52:13 __main__ INFO     male - female,beta,3.33,LRE,5,Jacobian,6,lm,32
2024-07-10 16:52:18 __main__ INFO     verb_3pSg - Ved,beta,3.33,LRE,24,Jacobian,39,lm,49
2024-07-10 16:52:22 __main__ INFO     meronyms - member,beta,3.33,LRE,7,Jacobian,8,lm,30
2024-07-10 16:52:26 __main__ INFO     hyponyms - misc,beta,3.33,LRE,1,Jacobian,4,lm,29
2024-07-10 16:52:31 __main__ INFO     adj - superlative,beta,3.33,LRE,31,Jacobian,26,lm,44
2024-07-10 16:52:36 __main__ INFO     verb+tion_irreg,beta,3.33,LRE,9,Jacobian,22,lm,49
2024-07-10 16:52:39 __main__ INFO     synonyms - exact,beta,3.33,LRE,1,Jacobian,0,lm,21
2024-07-10 16:52:44 __main__ INFO     hypernyms - animals,beta,3.33,LRE,38,Jacobian,18,lm,43
2024-07-10 16:52:49 __main__ INFO     country - capital,beta,3.33,LRE,9,Jacobian,12,lm,36
2024-07-10 16:52:49 __main__ INFO     using beta=3.33, iter=2
2024-07-10 16:52:52 __main__ INFO     name - nationality,beta,3.33,LRE,13,Jacobian,5,lm,24
2024-07-10 16:52:57 __main__ INFO     animal - youth,beta,3.33,LRE,8,Jacobian,19,lm,34
2024-07-10 16:53:02 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,15,Jacobian,1,lm,50
2024-07-10 16:53:07 __main__ INFO     noun+less_reg,beta,3.33,LRE,37,Jacobian,47,lm,49
2024-07-10 16:53:12 __main__ INFO     verb+able_reg,beta,3.33,LRE,33,Jacobian,34,lm,47
2024-07-10 16:53:16 __main__ INFO     UK_city - county,beta,3.33,LRE,6,Jacobian,5,lm,13
2024-07-10 16:53:21 __main__ INFO     antonyms - binary,beta,3.33,LRE,13,Jacobian,20,lm,42
2024-07-10 16:53:26 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,44,Jacobian,41,lm,50
2024-07-10 16:53:30 __main__ INFO     re+verb_reg,beta,3.33,LRE,37,Jacobian,10,lm,37
2024-07-10 16:53:36 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,46,Jacobian,41,lm,49
2024-07-10 16:53:40 __main__ INFO     country - language,beta,3.33,LRE,13,Jacobian,11,lm,41
2024-07-10 16:53:45 __main__ INFO     meronyms - part,beta,3.33,LRE,8,Jacobian,9,lm,29
2024-07-10 16:53:50 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,24,Jacobian,15,lm,49
2024-07-10 16:53:54 __main__ INFO     animal - shelter,beta,3.33,LRE,11,Jacobian,1,lm,28
2024-07-10 16:53:58 __main__ INFO     hypernyms - misc,beta,3.33,LRE,16,Jacobian,13,lm,30
2024-07-10 16:54:02 __main__ INFO     meronyms - substance,beta,3.33,LRE,2,Jacobian,7,lm,40
2024-07-10 16:54:07 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,44,Jacobian,46,lm,49
2024-07-10 16:54:12 __main__ INFO     un+adj_reg,beta,3.33,LRE,45,Jacobian,32,lm,49
2024-07-10 16:54:17 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,39,Jacobian,42,lm,49
2024-07-10 16:54:22 __main__ INFO     adj+ness_reg,beta,3.33,LRE,18,Jacobian,39,lm,43
2024-07-10 16:54:28 __main__ INFO     over+adj_reg,beta,3.33,LRE,50,Jacobian,0,lm,50
2024-07-10 16:54:33 __main__ INFO     verb+er_irreg,beta,3.33,LRE,3,Jacobian,7,lm,46
2024-07-10 16:54:38 __main__ INFO     adj+ly_reg,beta,3.33,LRE,16,Jacobian,32,lm,49
2024-07-10 16:54:42 __main__ INFO     name - occupation,beta,3.33,LRE,19,Jacobian,8,lm,42
2024-07-10 16:54:46 __main__ INFO     synonyms - intensity,beta,3.33,LRE,0,Jacobian,3,lm,24
2024-07-10 16:54:50 __main__ INFO     animal - sound,beta,3.33,LRE,19,Jacobian,14,lm,30
2024-07-10 16:54:55 __main__ INFO     noun - plural_reg,beta,3.33,LRE,41,Jacobian,50,lm,50
2024-07-10 16:55:01 __main__ INFO     Ving - verb_inf,beta,3.33,LRE,5,Jacobian,3,lm,50
2024-07-10 16:55:05 __main__ INFO     male - female,beta,3.33,LRE,3,Jacobian,9,lm,34
2024-07-10 16:55:10 __main__ INFO     verb_3pSg - Ved,beta,3.33,LRE,28,Jacobian,44,lm,49
2024-07-10 16:55:14 __main__ INFO     meronyms - member,beta,3.33,LRE,7,Jacobian,5,lm,30
2024-07-10 16:55:18 __main__ INFO     hyponyms - misc,beta,3.33,LRE,2,Jacobian,4,lm,26
2024-07-10 16:55:23 __main__ INFO     adj - superlative,beta,3.33,LRE,28,Jacobian,27,lm,44
2024-07-10 16:55:28 __main__ INFO     verb+tion_irreg,beta,3.33,LRE,7,Jacobian,21,lm,49
2024-07-10 16:55:31 __main__ INFO     synonyms - exact,beta,3.33,LRE,1,Jacobian,1,lm,17
2024-07-10 16:55:36 __main__ INFO     hypernyms - animals,beta,3.33,LRE,20,Jacobian,21,lm,43
2024-07-10 16:55:41 __main__ INFO     country - capital,beta,3.33,LRE,8,Jacobian,15,lm,38
2024-07-10 16:55:41 __main__ INFO     using beta=3.33, iter=3
2024-07-10 16:55:44 __main__ INFO     name - nationality,beta,3.33,LRE,12,Jacobian,5,lm,22
2024-07-10 16:55:48 __main__ INFO     animal - youth,beta,3.33,LRE,9,Jacobian,18,lm,34
2024-07-10 16:55:54 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,17,Jacobian,1,lm,50
2024-07-10 16:55:59 __main__ INFO     noun+less_reg,beta,3.33,LRE,38,Jacobian,47,lm,48
2024-07-10 16:56:04 __main__ INFO     verb+able_reg,beta,3.33,LRE,29,Jacobian,36,lm,46
2024-07-10 16:56:07 __main__ INFO     UK_city - county,beta,3.33,LRE,5,Jacobian,4,lm,11
2024-07-10 16:56:12 __main__ INFO     antonyms - binary,beta,3.33,LRE,18,Jacobian,22,lm,44
2024-07-10 16:56:17 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,43,Jacobian,43,lm,50
2024-07-10 16:56:22 __main__ INFO     re+verb_reg,beta,3.33,LRE,43,Jacobian,10,lm,43
2024-07-10 16:56:27 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,47,Jacobian,41,lm,50
2024-07-10 16:56:32 __main__ INFO     country - language,beta,3.33,LRE,10,Jacobian,14,lm,37
2024-07-10 16:56:36 __main__ INFO     meronyms - part,beta,3.33,LRE,8,Jacobian,10,lm,29
2024-07-10 16:56:41 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,32,Jacobian,16,lm,49
2024-07-10 16:56:45 __main__ INFO     animal - shelter,beta,3.33,LRE,11,Jacobian,3,lm,29
2024-07-10 16:56:49 __main__ INFO     hypernyms - misc,beta,3.33,LRE,17,Jacobian,7,lm,30
2024-07-10 16:56:54 __main__ INFO     meronyms - substance,beta,3.33,LRE,3,Jacobian,8,lm,40
2024-07-10 16:56:59 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,44,Jacobian,44,lm,50
2024-07-10 16:57:04 __main__ INFO     un+adj_reg,beta,3.33,LRE,48,Jacobian,27,lm,49
2024-07-10 16:57:09 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,30,Jacobian,38,lm,50
2024-07-10 16:57:14 __main__ INFO     adj+ness_reg,beta,3.33,LRE,18,Jacobian,38,lm,42
2024-07-10 16:57:19 __main__ INFO     over+adj_reg,beta,3.33,LRE,50,Jacobian,0,lm,50
2024-07-10 16:57:24 __main__ INFO     verb+er_irreg,beta,3.33,LRE,7,Jacobian,22,lm,46
2024-07-10 16:57:29 __main__ INFO     adj+ly_reg,beta,3.33,LRE,16,Jacobian,40,lm,49
2024-07-10 16:57:34 __main__ INFO     name - occupation,beta,3.33,LRE,22,Jacobian,10,lm,42
2024-07-10 16:57:38 __main__ INFO     synonyms - intensity,beta,3.33,LRE,0,Jacobian,3,lm,25
2024-07-10 16:57:42 __main__ INFO     animal - sound,beta,3.33,LRE,22,Jacobian,15,lm,30
2024-07-10 16:57:47 __main__ INFO     noun - plural_reg,beta,3.33,LRE,39,Jacobian,49,lm,50
2024-07-10 16:57:52 __main__ INFO     Ving - verb_inf,beta,3.33,LRE,4,Jacobian,0,lm,50
2024-07-10 16:57:56 __main__ INFO     male - female,beta,3.33,LRE,7,Jacobian,9,lm,36
2024-07-10 16:58:02 __main__ INFO     verb_3pSg - Ved,beta,3.33,LRE,19,Jacobian,47,lm,49
2024-07-10 16:58:06 __main__ INFO     meronyms - member,beta,3.33,LRE,12,Jacobian,9,lm,31
2024-07-10 16:58:10 __main__ INFO     hyponyms - misc,beta,3.33,LRE,0,Jacobian,4,lm,31
2024-07-10 16:58:15 __main__ INFO     adj - superlative,beta,3.33,LRE,18,Jacobian,27,lm,45
2024-07-10 16:58:20 __main__ INFO     verb+tion_irreg,beta,3.33,LRE,9,Jacobian,18,lm,49
2024-07-10 16:58:24 __main__ INFO     synonyms - exact,beta,3.33,LRE,1,Jacobian,0,lm,25
2024-07-10 16:58:28 __main__ INFO     hypernyms - animals,beta,3.33,LRE,16,Jacobian,21,lm,43
2024-07-10 16:58:33 __main__ INFO     country - capital,beta,3.33,LRE,5,Jacobian,12,lm,36
2024-07-10 16:58:33 __main__ INFO     using beta=3.33, iter=4
2024-07-10 16:58:36 __main__ INFO     name - nationality,beta,3.33,LRE,12,Jacobian,5,lm,21
2024-07-10 16:58:41 __main__ INFO     animal - youth,beta,3.33,LRE,8,Jacobian,15,lm,33
2024-07-10 16:58:46 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,14,Jacobian,1,lm,50
2024-07-10 16:58:51 __main__ INFO     noun+less_reg,beta,3.33,LRE,35,Jacobian,45,lm,48
2024-07-10 16:58:56 __main__ INFO     verb+able_reg,beta,3.33,LRE,25,Jacobian,34,lm,46
2024-07-10 16:59:00 __main__ INFO     UK_city - county,beta,3.33,LRE,5,Jacobian,3,lm,13
2024-07-10 16:59:05 __main__ INFO     antonyms - binary,beta,3.33,LRE,21,Jacobian,24,lm,42
2024-07-10 16:59:10 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,46,Jacobian,42,lm,50
2024-07-10 16:59:14 __main__ INFO     re+verb_reg,beta,3.33,LRE,38,Jacobian,11,lm,38
2024-07-10 16:59:19 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,45,Jacobian,41,lm,49
2024-07-10 16:59:24 __main__ INFO     country - language,beta,3.33,LRE,10,Jacobian,13,lm,40
2024-07-10 16:59:28 __main__ INFO     meronyms - part,beta,3.33,LRE,9,Jacobian,9,lm,29
2024-07-10 16:59:33 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,13,Jacobian,12,lm,49
2024-07-10 16:59:37 __main__ INFO     animal - shelter,beta,3.33,LRE,11,Jacobian,2,lm,26
2024-07-10 16:59:41 __main__ INFO     hypernyms - misc,beta,3.33,LRE,17,Jacobian,9,lm,30
2024-07-10 16:59:46 __main__ INFO     meronyms - substance,beta,3.33,LRE,1,Jacobian,7,lm,39
2024-07-10 16:59:51 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,42,Jacobian,44,lm,50
2024-07-10 16:59:56 __main__ INFO     un+adj_reg,beta,3.33,LRE,47,Jacobian,19,lm,48
2024-07-10 17:00:01 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,25,Jacobian,30,lm,50
2024-07-10 17:00:06 __main__ INFO     adj+ness_reg,beta,3.33,LRE,17,Jacobian,39,lm,42
2024-07-10 17:00:11 __main__ INFO     over+adj_reg,beta,3.33,LRE,48,Jacobian,0,lm,50
2024-07-10 17:00:16 __main__ INFO     verb+er_irreg,beta,3.33,LRE,4,Jacobian,25,lm,48
2024-07-10 17:00:21 __main__ INFO     adj+ly_reg,beta,3.33,LRE,11,Jacobian,37,lm,50
2024-07-10 17:00:26 __main__ INFO     name - occupation,beta,3.33,LRE,22,Jacobian,12,lm,43
2024-07-10 17:00:30 __main__ INFO     synonyms - intensity,beta,3.33,LRE,1,Jacobian,1,lm,20
2024-07-10 17:00:34 __main__ INFO     animal - sound,beta,3.33,LRE,23,Jacobian,17,lm,30
2024-07-10 17:00:39 __main__ INFO     noun - plural_reg,beta,3.33,LRE,48,Jacobian,50,lm,50
2024-07-10 17:00:44 __main__ INFO     Ving - verb_inf,beta,3.33,LRE,5,Jacobian,2,lm,49
2024-07-10 17:00:48 __main__ INFO     male - female,beta,3.33,LRE,3,Jacobian,4,lm,35
2024-07-10 17:00:53 __main__ INFO     verb_3pSg - Ved,beta,3.33,LRE,32,Jacobian,43,lm,49
2024-07-10 17:00:58 __main__ INFO     meronyms - member,beta,3.33,LRE,8,Jacobian,7,lm,31
2024-07-10 17:01:02 __main__ INFO     hyponyms - misc,beta,3.33,LRE,1,Jacobian,3,lm,27
2024-07-10 17:01:07 __main__ INFO     adj - superlative,beta,3.33,LRE,17,Jacobian,26,lm,45
2024-07-10 17:01:12 __main__ INFO     verb+tion_irreg,beta,3.33,LRE,8,Jacobian,22,lm,49
2024-07-10 17:01:15 __main__ INFO     synonyms - exact,beta,3.33,LRE,4,Jacobian,4,lm,23
2024-07-10 17:01:20 __main__ INFO     hypernyms - animals,beta,3.33,LRE,17,Jacobian,20,lm,43
2024-07-10 17:01:24 __main__ INFO     country - capital,beta,3.33,LRE,6,Jacobian,11,lm,36
2024-07-10 17:01:24 __main__ INFO     using beta=3.33, iter=5
2024-07-10 17:01:28 __main__ INFO     name - nationality,beta,3.33,LRE,11,Jacobian,5,lm,24
2024-07-10 17:01:32 __main__ INFO     animal - youth,beta,3.33,LRE,9,Jacobian,16,lm,31
2024-07-10 17:01:37 __main__ INFO     verb_Ving - 3pSg,beta,3.33,LRE,16,Jacobian,0,lm,50
2024-07-10 17:01:42 __main__ INFO     noun+less_reg,beta,3.33,LRE,36,Jacobian,46,lm,49
2024-07-10 17:01:48 __main__ INFO     verb+able_reg,beta,3.33,LRE,28,Jacobian,37,lm,46
2024-07-10 17:01:52 __main__ INFO     UK_city - county,beta,3.33,LRE,4,Jacobian,1,lm,12
2024-07-10 17:01:56 __main__ INFO     antonyms - binary,beta,3.33,LRE,11,Jacobian,20,lm,44
2024-07-10 17:02:01 __main__ INFO     verb_inf - 3pSg,beta,3.33,LRE,45,Jacobian,46,lm,50
2024-07-10 17:02:06 __main__ INFO     re+verb_reg,beta,3.33,LRE,44,Jacobian,10,lm,44
2024-07-10 17:02:11 __main__ INFO     verb_inf - Ved,beta,3.33,LRE,47,Jacobian,41,lm,49
2024-07-10 17:02:16 __main__ INFO     country - language,beta,3.33,LRE,20,Jacobian,3,lm,40
2024-07-10 17:02:20 __main__ INFO     meronyms - part,beta,3.33,LRE,8,Jacobian,9,lm,29
2024-07-10 17:02:25 __main__ INFO     verb_Ving - Ved,beta,3.33,LRE,28,Jacobian,5,lm,49
2024-07-10 17:02:29 __main__ INFO     animal - shelter,beta,3.33,LRE,13,Jacobian,4,lm,28
2024-07-10 17:02:33 __main__ INFO     hypernyms - misc,beta,3.33,LRE,22,Jacobian,11,lm,32
2024-07-10 17:02:38 __main__ INFO     meronyms - substance,beta,3.33,LRE,1,Jacobian,7,lm,42
2024-07-10 17:02:43 __main__ INFO     noun - plural_irreg,beta,3.33,LRE,41,Jacobian,43,lm,50
2024-07-10 17:02:48 __main__ INFO     un+adj_reg,beta,3.33,LRE,49,Jacobian,28,lm,50
2024-07-10 17:02:53 __main__ INFO     verb+ment_irreg,beta,3.33,LRE,36,Jacobian,43,lm,50
2024-07-10 17:02:58 __main__ INFO     adj+ness_reg,beta,3.33,LRE,18,Jacobian,41,lm,43
2024-07-10 17:03:04 __main__ INFO     over+adj_reg,beta,3.33,LRE,50,Jacobian,0,lm,50
2024-07-10 17:03:09 __main__ INFO     verb+er_irreg,beta,3.33,LRE,3,Jacobian,10,lm,47
2024-07-10 17:03:14 __main__ INFO     adj+ly_reg,beta,3.33,LRE,24,Jacobian,36,lm,49
2024-07-10 17:03:19 __main__ INFO     name - occupation,beta,3.33,LRE,20,Jacobian,10,lm,42
2024-07-10 17:03:22 __main__ INFO     synonyms - intensity,beta,3.33,LRE,0,Jacobian,3,lm,20
