2024-06-13 17:11:59 root INFO     loading model + tokenizer
2024-06-13 23:02:35 root INFO     starting operator prediction
2024-06-13 23:02:35 root INFO     using no context
2024-06-13 23:02:35 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:06:33 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:06:33 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:06:34 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-13 23:06:34 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:10:31 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:10:31 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:10:32 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-13 23:10:32 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:14:28 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:14:28 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:14:29 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-13 23:14:29 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:18:27 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:18:27 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:18:28 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-13 23:18:28 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:22:26 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:22:26 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:22:26 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-13 23:22:27 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:26:23 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:26:23 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:26:23 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-13 23:26:24 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:30:20 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:30:20 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:30:21 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-13 23:30:21 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:34:18 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:34:18 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:34:19 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-13 23:34:19 root INFO     total operator prediction time: 1903.986162185669 seconds
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' ', ' recover'] matches ['reacquire'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', ' re', ' mat', ' one'] matches ['readjust'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' ', ' rep'] matches ['reappear'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', ' mat', 'ETF', ' one'] matches ['reapply'] is False
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' rep', ' recon'] matches ['reappoint'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rearr', ' ', ' rec', ' recon'] matches ['rearrange'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' reass', ' rese', ' recon'] matches ['reassess'] is True
2024-06-13 23:34:21 root INFO     [' re', ' reass', ' rec', ' ', ' rem'] matches ['reassign'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' reass', ' '] matches ['reassure'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' ', ' res'] matches ['recalculate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' recognize', ' '] matches ['recognize'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' rem', ' ', ' recon'] matches ['recommend'] is True
2024-06-13 23:34:21 root INFO     [' re', ' recon', ' rec', ' ', ' ref'] matches ['reconfigure'] is True
2024-06-13 23:34:21 root INFO     [' re', ' recon', ' rec', ' confirm', ' '] matches ['reconfirm'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' one'] matches ['reconnect'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' one'] matches ['reconsider'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', ' re', 'ETF', ' mat'] matches ['recreate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' ', ' red'] matches ['redecorate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' rem', ' recon'] matches ['redeem'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' one', ' mat'] matches ['redefine'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' re'] matches ['redevelop'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' discover', ' recover'] matches ['rediscover'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' res', ' recon'] matches ['redistribute'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' rem', ' recon'] matches ['reemerge'] is True
2024-06-13 23:34:21 root INFO     [' re', ' ', ' rec', ' recon', ' rem'] matches ['reengage'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' re', ' mat'] matches ['reestablish'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' re'] matches ['reevaluate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' rem', ' ref'] matches ['reexamine'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' recon', ' res'] matches ['regenerate'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' one'] matches ['regrow'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' one', ' tip'] matches ['reinstall'] is False
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' resolve', ' res'] matches ['reintegrate'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' one', ' re'] matches ['reinterpret'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' res', ' '] matches ['reintroduce'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' one', ' re'] matches ['reinvest'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' resolve', ' res'] matches ['reinvestigate'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', ' re', 'ETF', ' mat'] matches ['relearn'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' relocate', ' recon'] matches ['relocate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rem', ' rec', ' ', ' res'] matches ['remarry'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' recon', ' ', ' resolve'] matches ['renegotiate'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' recon', ' rem'] matches ['reoccur'] is True
2024-06-13 23:34:21 root INFO     [' re', ' reorgan', ' recon', ' rec', ' rearr'] matches ['reorganize', 'reorganise'] is True
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' rep', ' recon'] matches ['republish'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' one', ' re'] matches ['resend'] is True
2024-06-13 23:34:21 root INFO     [' re', ' resolve', ' res', ' rec', ' recon'] matches ['resolve'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' one'] matches ['resubmit'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' tip'] matches ['retell'] is False
2024-06-13 23:34:21 root INFO     [' re', ' rec', ' ', ' rem', ' reun'] matches ['reunite'] is True
2024-06-13 23:34:21 root INFO     [' ind', ' ty', ' upt', 'ETF', ' one'] matches ['reupload'] is False
2024-06-13 23:34:21 root INFO     [' ind', ' ty', 'ETF', ' mat', ' one'] matches ['rewrite'] is False
2024-06-13 23:34:21 root INFO     re+verb_reg,50,295,300

2024-06-13 23:34:21 __main__ INFO     starting test: <class 'lre.operators.JacobianIclMeanEstimator'> on Relation(name='verb+ment_irreg', prompt_templates=['To {} results in a', 'To {} brings about a'], prompt_templates_zs=['To {} results in a', 'To {} brings about a'], samples=[RelationSample(subject='accomplish', object=['accomplishment']), RelationSample(subject='achieve', object=['achievement']), RelationSample(subject='acknowledge', object=['acknowledgement']), RelationSample(subject='adjust', object=['adjustment']), RelationSample(subject='advertise', object=['advertisement', 'advertizement']), RelationSample(subject='agree', object=['agreement']), RelationSample(subject='align', object=['alignment']), RelationSample(subject='amend', object=['amendment']), RelationSample(subject='amuse', object=['amusement']), RelationSample(subject='announce', object=['announcement']), RelationSample(subject='appoint', object=['appointment']), RelationSample(subject='arrange', object=['arrangement']), RelationSample(subject='assess', object=['assessment']), RelationSample(subject='assign', object=['assignment']), RelationSample(subject='commit', object=['commitment']), RelationSample(subject='detach', object=['detachment']), RelationSample(subject='develop', object=['development']), RelationSample(subject='disagree', object=['disagreement']), RelationSample(subject='disappoint', object=['disappointment']), RelationSample(subject='displace', object=['displacement']), RelationSample(subject='embarrass', object=['embarrassment']), RelationSample(subject='encourage', object=['encouragement']), RelationSample(subject='endorse', object=['endorsement']), RelationSample(subject='enforce', object=['enforcement']), RelationSample(subject='engage', object=['engagement']), RelationSample(subject='enhance', object=['enhancement']), RelationSample(subject='enjoy', object=['enjoyment']), RelationSample(subject='enlighten', object=['enlightenment']), RelationSample(subject='enroll', object=['enrollment', 'enrolment']), RelationSample(subject='entertain', object=['entertainment']), RelationSample(subject='entitle', object=['entitlement']), RelationSample(subject='equip', object=['equipment']), RelationSample(subject='establish', object=['establishment']), RelationSample(subject='excite', object=['excitement']), RelationSample(subject='fulfil', object=['fulfilment']), RelationSample(subject='fulfill', object=['fulfillment']), RelationSample(subject='harass', object=['harassment']), RelationSample(subject='impair', object=['impairment']), RelationSample(subject='improve', object=['improvement']), RelationSample(subject='infringe', object=['infringement']), RelationSample(subject='invest', object=['investment']), RelationSample(subject='involve', object=['involvement']), RelationSample(subject='manage', object=['management']), RelationSample(subject='punish', object=['punishment']), RelationSample(subject='redevelop', object=['redevelopment']), RelationSample(subject='reimburse', object=['reimbursement']), RelationSample(subject='reinforce', object=['reinforcement']), RelationSample(subject='replace', object=['replacement']), RelationSample(subject='require', object=['requirement']), RelationSample(subject='resent', object=['resentment'])], _domain=None, _range=None)
2024-06-13 23:34:23 root INFO     starting operator prediction
2024-06-13 23:34:23 root INFO     using no context
2024-06-13 23:34:24 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:38:22 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:38:22 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:38:23 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-13 23:38:23 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:42:22 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:42:22 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:42:22 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-13 23:42:22 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:46:21 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:46:21 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:46:22 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-13 23:46:22 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:50:21 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:50:21 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:50:21 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-13 23:50:22 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:54:21 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:54:21 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:54:22 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-13 23:54:22 root INFO     [order_1_approx] starting weight calculation
2024-06-13 23:58:22 root INFO     weight size is torch.Size([4096, 4096])
2024-06-13 23:58:22 root INFO     [order_1_approx] weight calculation finished
2024-06-13 23:58:23 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-13 23:58:23 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:02:20 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:02:20 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:02:21 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-14 00:02:21 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:06:20 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:06:20 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:06:21 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-14 00:06:21 root INFO     total operator prediction time: 1917.4863681793213 seconds
2024-06-14 00:06:23 root INFO     [' ', ' improvement', ' endorsement', '\n', ' amendment'] matches ['accomplishment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' improvement', ' achievement', ' enactment', ' endorsement'] matches ['achievement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' acknowledgement', ' endorsement', ' acknowledgment', ' approval'] matches ['acknowledgement'] is True
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['adjustment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' advertisement', '\n', ' approval'] matches ['advertisement', 'advertizement'] is True
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['agreement'] is False
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['alignment'] is False
2024-06-14 00:06:23 root INFO     [' amendment', ' ', ' endorsement', ' enactment', ' amend'] matches ['amendment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' amendment', ' endorsement', '\n', ' recommendation'] matches ['amusement'] is False
2024-06-14 00:06:23 root INFO     [' ', ' announcement', ' endorsement', ' enactment', ' amendment'] matches ['announcement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' appointment', ' approval', ' endorsement', ' recommendation'] matches ['appointment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' arrangement', ' amendment', ' endorsement', ' agreement'] matches ['arrangement'] is True
2024-06-14 00:06:23 root INFO     [' assessment', ' ', ' evaluation', ' endorsement', ' appraisal'] matches ['assessment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' assignment', ' assessment', ' endorsement', ' approval'] matches ['assignment'] is True
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['commitment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' assessment', ' amendment', ' adoption'] matches ['detachment'] is False
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['development'] is False
2024-06-14 00:06:23 root INFO     [' ', ' agreement', ' endorsement', ' approval', ' recommendation'] matches ['disagreement'] is False
2024-06-14 00:06:23 root INFO     [' ', ' approval', ' endorsement', ' improvement', ' recommendation'] matches ['disappointment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', '\n', ' adoption', ' involvement'] matches ['displacement'] is False
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' en', ' improvement', ' enactment'] matches ['embarrassment'] is False
2024-06-14 00:06:23 root INFO     [' encouragement', ' ', ' endorsement', ' recommendation', ' encourage'] matches ['encouragement'] is True
2024-06-14 00:06:23 root INFO     [' endorsement', ' ', ' recommendation', ' approval', ' adoption'] matches ['endorsement'] is True
2024-06-14 00:06:23 root INFO     [' enforcement', ' enforce', ' ', ' enactment', ' endorsement'] matches ['enforcement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' engagement', ' involvement', ' endorsement', ' enactment'] matches ['engagement'] is True
2024-06-14 00:06:23 root INFO     [' enhancement', ' ', ' improvement', ' endorsement', ' amendment'] matches ['enhancement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' improvement', ' appreciation', ' enjoyment'] matches ['enjoyment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' improvement', ' enactment', ' amendment'] matches ['enlightenment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' enactment', ' enrol', ' adoption'] matches ['enrollment', 'enrolment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' consideration', ' entertainment', '\n'] matches ['entertainment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' enactment', '\n', ' entitlement'] matches ['entitlement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' improvement', ' equipment', '\n'] matches ['equipment'] is True
2024-06-14 00:06:23 root INFO     [' en', ' to', '-', ' mat', ' est'] matches ['establishment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' approval', '\n', ' encouragement'] matches ['excitement'] is False
2024-06-14 00:06:23 root INFO     [' ', ' fulfil', ' endorsement', ' approval', ' enactment'] matches ['fulfilment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' fulfil', ' fulfillment', ' endorsement', ' improvement'] matches ['fulfillment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' assessment', ' enactment', ' recommendation'] matches ['harassment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' improvement', ' impairment', ' amendment', ' endorsement'] matches ['impairment'] is True
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['improvement'] is False
2024-06-14 00:06:23 root INFO     [' ', ' infringement', ' endorsement', ' amendment', ' improvement'] matches ['infringement'] is True
2024-06-14 00:06:23 root INFO     [' en', ' to', '-', ' mat', ' cos'] matches ['investment'] is False
2024-06-14 00:06:23 root INFO     [' ', ' involvement', ' endorsement', ' enactment', ' amendment'] matches ['involvement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' management', ' amendment', ' administration', ' endorsement'] matches ['management'] is True
2024-06-14 00:06:23 root INFO     [' ', ' enforcement', ' amendment', ' endorsement', ' enactment'] matches ['punishment'] is False
2024-06-14 00:06:23 root INFO     [' development', ' ', ' redevelopment', ' improvement', ' adoption'] matches ['redevelopment'] is True
2024-06-14 00:06:23 root INFO     [' ', ' reimbursement', ' endorsement', '\n', ' recommendation'] matches ['reimbursement'] is True
2024-06-14 00:06:23 root INFO     [' ', ' endorsement', ' reinforcement', ' improvement', ' enforcement'] matches ['reinforcement'] is True
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['replacement'] is False
2024-06-14 00:06:23 root INFO     [' en', ' to', '-', ' mat', ' cos'] matches ['requirement'] is False
2024-06-14 00:06:23 root INFO     [' to', ' en', '-', ' mat', ' cos'] matches ['resentment'] is False
2024-06-14 00:06:23 root INFO     verb+ment_irreg,50,324,321

2024-06-14 00:06:23 __main__ INFO     starting test: <class 'lre.operators.JacobianIclMeanEstimator'> on Relation(name='noun+less_reg', prompt_templates=['Something without {} is', 'A thing missing {} is', 'Something that does not have {} is'], prompt_templates_zs=['Something without {} is', 'A thing missing {} is', 'Something that does not have {} is'], samples=[RelationSample(subject='arm', object=['armless']), RelationSample(subject='art', object=['artless']), RelationSample(subject='bone', object=['boneless']), RelationSample(subject='breath', object=['breathless']), RelationSample(subject='carbon', object=['carbonless']), RelationSample(subject='child', object=['childless']), RelationSample(subject='collar', object=['collarless']), RelationSample(subject='death', object=['deathless']), RelationSample(subject='defence', object=['defenceless', 'defenseless']), RelationSample(subject='effort', object=['effortless']), RelationSample(subject='ego', object=['egoless']), RelationSample(subject='emotion', object=['emotionless']), RelationSample(subject='error', object=['errorless']), RelationSample(subject='expression', object=['expressionless']), RelationSample(subject='faith', object=['faithless']), RelationSample(subject='friction', object=['frictionless']), RelationSample(subject='friend', object=['friendless']), RelationSample(subject='gender', object=['genderless']), RelationSample(subject='goal', object=['goalless']), RelationSample(subject='god', object=['godless']), RelationSample(subject='guile', object=['guileless']), RelationSample(subject='guilt', object=['guiltless']), RelationSample(subject='hair', object=['hairless']), RelationSample(subject='heart', object=['heartless']), RelationSample(subject='heir', object=['heirless']), RelationSample(subject='home', object=['homeless']), RelationSample(subject='law', object=['lawless']), RelationSample(subject='leg', object=['legless']), RelationSample(subject='life', object=['lifeless', 'liveless']), RelationSample(subject='luck', object=['luckless']), RelationSample(subject='meat', object=['meatless']), RelationSample(subject='mirth', object=['mirthless']), RelationSample(subject='money', object=['moneyless']), RelationSample(subject='odor', object=['odorless', 'odourless']), RelationSample(subject='passion', object=['passionless']), RelationSample(subject='path', object=['pathless']), RelationSample(subject='penny', object=['penniless']), RelationSample(subject='remorse', object=['remorseless']), RelationSample(subject='ruth', object=['ruthless']), RelationSample(subject='sensor', object=['sensorless']), RelationSample(subject='sleeve', object=['sleeveless']), RelationSample(subject='soul', object=['soulless']), RelationSample(subject='speech', object=['speechless']), RelationSample(subject='spine', object=['spineless']), RelationSample(subject='tact', object=['tactless']), RelationSample(subject='talent', object=['talentless']), RelationSample(subject='thought', object=['thoughtless']), RelationSample(subject='tooth', object=['toothless']), RelationSample(subject='window', object=['windowless']), RelationSample(subject='wit', object=['witless'])], _domain=None, _range=None)
2024-06-14 00:06:26 root INFO     starting operator prediction
2024-06-14 00:06:26 root INFO     using no context
2024-06-14 00:06:26 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:10:25 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:10:25 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:10:26 lre.operators INFO     [Jacobian] FINISHED order_1_approx 1/8
2024-06-14 00:10:26 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:14:24 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:14:24 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:14:25 lre.operators INFO     [Jacobian] FINISHED order_1_approx 2/8
2024-06-14 00:14:25 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:18:21 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:18:21 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:18:22 lre.operators INFO     [Jacobian] FINISHED order_1_approx 3/8
2024-06-14 00:18:22 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:22:20 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:22:20 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:22:21 lre.operators INFO     [Jacobian] FINISHED order_1_approx 4/8
2024-06-14 00:22:21 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:26:18 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:26:18 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:26:19 lre.operators INFO     [Jacobian] FINISHED order_1_approx 5/8
2024-06-14 00:26:19 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:30:15 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:30:15 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:30:16 lre.operators INFO     [Jacobian] FINISHED order_1_approx 6/8
2024-06-14 00:30:16 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:34:13 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:34:13 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:34:14 lre.operators INFO     [Jacobian] FINISHED order_1_approx 7/8
2024-06-14 00:34:14 root INFO     [order_1_approx] starting weight calculation
2024-06-14 00:38:09 root INFO     weight size is torch.Size([4096, 4096])
2024-06-14 00:38:09 root INFO     [order_1_approx] weight calculation finished
2024-06-14 00:38:09 lre.operators INFO     [Jacobian] FINISHED order_1_approx 8/8
2024-06-14 00:38:09 root INFO     total operator prediction time: 1903.871515750885 seconds
2024-06-14 00:38:12 root INFO     [' empty', ' no', 'ND', 'nar', ' OD'] matches ['armless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', 'nar', ' OD'] matches ['artless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['boneless'] is False
2024-06-14 00:38:12 root INFO     [' breath', ' bl', ' unf', ' un', ' without'] matches ['breathless'] is True
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['carbonless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['childless'] is False
2024-06-14 00:38:12 root INFO     [' empty', ' no', 'ND', ' OD', ' don'] matches ['collarless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['deathless'] is False
2024-06-14 00:38:12 root INFO     [' unf', ' un', ' innocent', ' non', ' und'] matches ['defenceless', 'defenseless'] is False
2024-06-14 00:38:12 root INFO     [' unf', ' un', ' less', ' ', ' non'] matches ['effortless'] is False
2024-06-14 00:38:12 root INFO     [' g', ' ', ' non', ' less', ' un'] matches ['egoless'] is False
2024-06-14 00:38:12 root INFO     [' un', ' emotion', ' unf', ' non', ' mindless'] matches ['emotionless'] is True
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' er'] matches ['errorless'] is True
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', 'nar'] matches ['expressionless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['faithless'] is False
2024-06-14 00:38:12 root INFO     [' unf', ' fl', ' non', ' un', ' '] matches ['frictionless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' un'] matches ['friendless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['genderless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', 'nar'] matches ['goalless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['godless'] is False
2024-06-14 00:38:12 root INFO     [' un', ' innocent', ' unf', ' ', ' non'] matches ['guileless'] is False
2024-06-14 00:38:12 root INFO     [' innocent', ' guilt', ' un', ' ', ' unf'] matches ['guiltless'] is True
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', 'nar'] matches ['hairless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['heartless'] is False
2024-06-14 00:38:12 root INFO     [' ', ' unf', ' innocent', ' un', ' less'] matches ['heirless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['homeless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['lawless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['legless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['lifeless', 'liveless'] is False
2024-06-14 00:38:12 root INFO     [' empty', ' no', ' OD', ' un', 'ND'] matches ['luckless'] is False
2024-06-14 00:38:12 root INFO     [' empty', ' no', ' un', ' don', 'ND'] matches ['meatless'] is False
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' no', ' OD', ' don'] matches ['moneyless'] is False
2024-06-14 00:38:12 root INFO     ['ND', ' empty', ' OD', ' no', 'nar'] matches ['odorless', 'odourless'] is True
2024-06-14 00:38:12 root INFO     [' passion', ' unf', ' un', ' ', ' less'] matches ['passionless'] is True
2024-06-14 00:38:12 root INFO     [' empty', 'ND', ' OD', ' no', ' don'] matches ['pathless'] is False
